RealGM ID,Season,Name,Position 1,Position 2,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,Height w/o Shoes,Height w/ Shoes,Wingspan,Standing Reach,Body Fat %,Hand Length,Hand Width,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Draft Pick,NBA MPG,NBA Draft Pick,Result
175934,2021-22,Josh Minott,PF,,Memphis,AAC,22.0,11.0,7.86,1.0,"Nov 25, 2002",19.59,80,205.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,45.0,33,5,483.0,23.7,0.571,0.528,0.088,0.409,215.0,12.9,15.7,14.4,12.8,3.1,5.4,14.0,21.9,1.4,1.0,2.4,0.199,3.8,3.4,7.2,1.0,117.6,93.7,0.128,-2.08,6.9,13.2,0.522,6.7,12.0,0.559,0.2,1.2,0.143,4.1,5.4,0.754,10.3,2.6,2.2,1.8,2.6,4.8,18.0,9.7,18.5,9.4,16.9,0.2,1.6,5.7,7.6,14.5,3.6,3.1,2.6,3.6,6.8,25.3,25.0,71.7,61.4,54.3,19.5,35.5,72.7,8.8,100.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,45.0,21.968
169177,2021-22,Ryan Rollins,SG,PG,Toledo,MAC,26.0,8.0,-3.22,2.0,"Jul 3, 2002",19.99,75,179.2,74.0,75.25,81.75,100.5,5.0,8.0,8.5,400.0,34,34,1111.0,24.7,0.559,0.515,0.304,0.327,613.0,2.4,16.2,9.7,20.5,3.0,0.9,11.7,28.9,3.6,2.2,5.8,0.208,3.4,2.0,5.4,1.62,114.0,95.1,0.349,0.7,8.4,17.9,0.468,6.7,12.4,0.536,1.7,5.4,0.311,4.7,5.8,0.802,7.3,4.4,2.1,0.3,2.7,3.0,23.1,11.9,25.4,9.5,17.7,2.4,7.7,6.7,8.3,10.4,6.3,3.0,0.5,3.9,4.3,32.8,12.0,35.9,60.7,22.2,33.7,46.1,19.5,30.4,66.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,44.0,21.058
121151,2021-22,Ron Harper Jr,SF,PF,Rutgers,Big Ten,18.0,14.0,6.81,4.0,"Apr 12, 2000",22.22,77,240.4,76.0,77.5,85.25,105.5,14.3,9.5,10.0,175.0,32,32,1098.0,20.5,0.57,0.53,0.442,0.315,458.0,4.4,15.6,10.0,11.6,1.8,2.2,10.5,24.0,2.9,1.5,4.4,0.159,4.8,1.6,6.4,1.17,114.3,101.7,0.281,-1.08,6.2,14.1,0.442,3.8,7.9,0.477,2.5,6.2,0.398,3.5,4.4,0.795,6.8,2.2,1.2,0.7,1.9,2.4,18.5,9.5,21.5,5.7,12.0,3.8,9.5,5.4,6.8,10.4,3.4,1.8,1.1,2.9,3.6,28.2,13.0,33.1,57.8,51.4,22.7,33.0,20.7,44.2,80.9,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,21.0
162031,2021-22,Jabari Walker,PF,,Colorado,Pac-12,21.0,12.0,6.15,2.0,"Jul 30, 2002",19.92,80,213.8,78.75,80.0,82.75,105.0,12.1,8.75,9.75,172.0,33,33,928.0,23.0,0.57,0.513,0.3,0.467,456.0,8.9,29.3,19.5,10.0,1.5,2.6,15.2,27.6,2.3,2.0,4.3,0.185,3.8,1.8,5.7,0.54,109.8,93.8,0.246,-5.28,6.9,15.0,0.461,5.3,10.5,0.51,1.6,4.5,0.346,5.5,7.0,0.784,13.4,1.8,1.0,0.9,3.3,3.6,20.8,10.1,21.9,7.8,15.3,2.3,6.6,8.0,10.2,19.5,2.6,1.5,1.4,4.8,5.2,30.5,26.0,54.2,55.3,37.5,15.9,36.4,55.0,30.0,83.3,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,57.0,21.0
137930,2021-22,Aminu Mohammed,SG,SF,Georgetown,Big East,6.0,25.0,8.03,1.0,"Dec 15, 2001",20.54,77,212.8,75.5,77.0,83.0,104.0,5.1,8.75,9.5,24.0,31,31,999.0,18.2,0.466,0.403,0.154,0.448,439.0,10.1,17.6,13.6,11.7,2.9,2.0,12.9,25.0,1.3,0.9,2.2,0.086,2.0,0.2,2.2,0.82,100.9,106.8,0.258,-2.94,5.7,15.1,0.379,5.0,12.8,0.392,0.7,2.3,0.31,4.9,6.8,0.722,10.1,2.2,2.0,0.7,2.7,3.2,17.1,8.1,21.3,7.0,18.0,1.0,3.3,6.9,9.5,14.3,3.2,2.9,1.0,3.8,4.6,24.0,14.0,62.3,44.3,38.5,22.3,25.0,23.8,15.4,88.9,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,20.071
136248,2021-22,Keon Ellis,SG,,Alabama,SEC,19.0,14.0,11.59,4.0,"Jan 8, 2000",22.48,77,167.4,75.5,76.75,80.5,102.0,3.8,8.0,9.25,169.0,33,33,1021.0,19.9,0.614,0.559,0.658,0.363,386.0,6.4,14.5,10.5,10.2,3.4,1.9,13.8,17.1,2.9,1.3,4.2,0.165,5.7,3.8,9.5,1.13,125.1,102.1,0.199,-1.16,4.8,10.9,0.439,2.2,3.7,0.579,2.6,7.2,0.366,3.5,4.0,0.881,7.9,2.3,2.5,0.7,2.0,3.4,15.7,6.5,14.9,2.9,5.1,3.6,9.8,4.8,5.4,10.8,3.2,3.4,1.0,2.8,4.7,21.4,12.0,24.1,71.6,37.5,10.1,25.0,14.3,65.8,85.1,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,20.018
143343,2021-22,AJ Griffin,SF,SG,Duke,ACC,32.0,7.0,7.26,1.0,"Aug 25, 2003",18.85,78,220.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,18.0,39,25,935.0,20.7,0.63,0.613,0.537,0.179,349.0,3.9,13.7,9.1,7.0,1.3,2.3,7.2,18.8,3.0,1.2,4.2,0.18,6.6,1.5,8.1,1.52,128.9,102.3,0.159,0.04,6.2,12.7,0.493,3.2,5.9,0.547,3.0,6.8,0.447,1.8,2.3,0.792,6.5,1.6,0.9,0.9,1.1,1.8,17.3,9.2,18.6,4.7,8.6,4.5,10.0,2.6,3.3,9.6,2.4,1.3,1.4,1.6,2.6,25.4,8.0,23.0,64.7,43.2,23.3,44.9,16.1,53.7,83.1,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2019.0,U16 Americas Championship,4.0,18:23,13.5,5.0,10.5,0.476,1.0,2.8,0.364,2.5,3.5,0.714,4.2,2.8,3.3,0.3,0.8,1.5,Gold,,16.356737588652482,16.0,20.017
134247,2021-22,David Roddy,PF,,Colorado State,MWC,25.0,6.0,4.77,3.0,"Mar 27, 2001",21.26,78,260.8,76.5,78.0,83.5,105.0,11.6,8.75,10.0,400.0,31,31,1021.0,30.3,0.645,0.63,0.27,0.391,574.0,7.4,21.0,14.5,19.8,2.1,4.1,13.5,28.8,4.4,1.8,6.3,0.246,8.7,2.3,11.1,1.24,121.9,97.0,0.379,-1.29,8.7,15.2,0.571,6.9,11.1,0.62,1.8,4.1,0.438,4.1,6.0,0.691,9.2,3.5,1.4,1.3,2.8,2.8,23.3,13.2,23.1,10.5,16.9,2.7,6.2,6.2,9.0,13.9,5.3,2.1,2.0,4.3,4.2,35.3,27.0,44.9,72.0,51.2,27.8,47.1,22.4,27.3,68.2,2018-19,Howard Pulley,Nike 17U,10.0,9.0,9.7,15.3,5.7,11.7,0.487,0.9,3.0,0.3,3.0,4.8,0.625,0.0,7.1,7.1,2.9,1.7,0.7,2.3,3.2,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,23.0,19.998
151325,2021-22,Bryce McGowens,SG,,Nebraska,Big Ten,9.0,22.0,8.25,1.0,"Nov 8, 2002",19.64,78,181.2,77.25,78.5,80.75,103.5,5.4,8.75,9.5,29.0,31,31,1032.0,16.9,0.533,0.453,0.368,0.491,486.0,2.4,14.6,8.7,8.6,1.2,1.0,11.7,27.2,1.6,0.6,2.2,0.086,2.3,-1.0,1.3,0.66,103.0,110.0,0.253,-3.35,6.2,15.4,0.403,4.7,9.7,0.478,1.6,5.7,0.274,6.3,7.6,0.831,6.2,1.7,0.9,0.4,2.5,2.4,20.2,8.6,21.4,6.5,13.5,2.2,7.9,8.7,10.5,8.7,2.3,1.2,0.5,3.5,3.3,28.1,18.0,41.3,56.1,27.2,21.9,32.2,14.3,36.8,77.5,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,40.0,19.153
135764,2021-22,Jalen Williams,SG,SF,Santa Clara,WCC,21.0,12.0,3.61,3.0,"Apr 14, 2001",21.21,78,209.2,76.5,77.75,86.25,105.5,8.9,8.5,9.5,242.0,33,33,1150.0,22.8,0.601,0.562,0.248,0.33,589.0,2.0,11.7,7.2,22.6,1.9,1.5,12.3,25.0,3.8,1.5,5.3,0.184,4.8,1.2,6.0,1.99,118.2,102.6,0.375,1.87,7.6,14.9,0.513,6.2,11.2,0.551,1.5,3.7,0.396,4.0,4.9,0.809,5.1,4.8,1.4,0.6,2.4,3.0,20.7,10.7,20.8,8.6,15.6,2.0,5.2,5.6,6.9,7.1,6.7,1.9,0.9,3.4,4.1,28.9,25.0,44.0,65.4,35.8,31.1,40.6,16.7,24.8,69.0,2018-19,Team Lillard,Gold Gauntlet 17U,4.0,2.0,16.3,3.0,1.25,4.25,0.294,0.0,0.5,0.0,0.5,1.5,0.333,0.5,1.0,1.5,1.25,0.25,0.0,0.75,2.25,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,12.0,19.0
152736,2021-22,Jaylin Williams,C,PF,Arkansas,SEC,28.0,9.0,8.62,2.0,"Jun 29, 2002",20.0,82,236.6,80.75,82.0,85.0,108.5,8.0,8.5,10.5,120.0,37,35,1171.0,18.9,0.538,0.489,0.231,0.455,417.0,5.3,29.3,17.2,15.3,2.3,4.0,15.2,18.2,1.9,3.0,4.9,0.167,2.7,5.2,7.9,1.42,108.9,89.3,0.244,-0.3,4.9,10.5,0.461,4.3,8.1,0.527,0.6,2.4,0.239,3.5,4.8,0.729,12.4,3.2,1.6,1.4,2.3,3.3,13.8,6.7,14.6,5.9,11.2,0.8,3.4,4.8,6.6,17.3,4.5,2.3,1.9,3.2,4.7,19.1,14.0,49.4,59.2,64.4,27.6,41.2,54.3,23.1,100.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,34.0,19.0
132289,2021-22,Orlando Robinson,C,PF,Fresno State,MWC,23.0,13.0,1.94,3.0,"Jul 10, 2000",21.97,83,244.4,81.75,83.0,88.0,111.0,9.5,8.75,10.0,365.0,36,36,1196.0,29.8,0.559,0.519,0.202,0.434,698.0,10.0,21.7,15.9,23.0,1.9,4.9,12.6,33.7,4.5,2.9,7.4,0.246,7.7,2.8,10.6,1.14,113.5,90.9,0.414,-1.97,8.4,17.4,0.484,7.2,13.8,0.517,1.2,3.5,0.352,5.4,7.5,0.716,10.1,3.4,1.2,1.4,3.0,2.9,23.4,13.4,27.8,11.5,22.2,2.0,5.6,8.6,12.0,16.1,5.5,1.9,2.3,4.8,4.6,37.5,27.0,37.8,64.3,34.1,42.0,40.4,27.3,20.2,89.2,2018-19,Las Vegas Knicks,Gold Gauntlet 17U,4.0,4.0,26.3,8.75,4.0,7.0,0.571,0.0,1.25,0.0,0.75,2.0,0.375,1.75,2.75,4.5,0.5,1.5,3.0,1.5,1.75,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,18.969
131565,2021-22,Christian Koloko,C,,Arizona,Pac-12,33.0,4.0,6.84,3.0,"Jun 20, 2000",22.03,84,221.0,82.75,84.0,89.25,113.0,5.7,9.0,10.75,187.0,37,37,941.0,28.0,0.661,0.635,0.01,0.472,437.0,12.1,18.0,15.4,9.8,1.6,10.3,14.3,20.7,3.4,2.4,5.9,0.25,5.2,5.3,10.5,0.86,127.3,88.6,0.209,-2.5,7.8,12.2,0.635,7.8,12.1,0.642,0.0,0.1,0.0,4.3,5.8,0.735,11.5,2.2,1.2,4.3,2.5,4.4,19.8,10.7,16.8,10.7,16.7,0.0,0.2,5.8,7.9,15.8,3.0,1.6,6.0,3.4,6.0,27.2,84.0,67.0,74.1,74.1,31.9,43.5,57.5,1.0,0.0,2018-19,Oakland Soldiers,Nike 17U,10.0,4.0,12.7,6.8,2.5,4.5,0.556,0.0,0.2,0.0,1.6,3.3,0.485,0.0,5.8,5.8,0.7,0.4,2.8,0.7,3.3,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,33.0,18.914
135254,2021-22,Jordan Hall,SG,PG,St. Joseph's,AAC,11.0,19.0,2.46,2.0,"Jan 14, 2002",20.46,79,215.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,400.0,30,29,1048.0,16.2,0.496,0.478,0.47,0.143,471.0,3.1,17.9,10.6,35.5,2.1,0.5,19.7,25.9,1.1,1.6,2.7,0.105,1.8,1.3,3.0,1.66,98.4,99.7,0.443,1.04,6.0,15.3,0.393,3.4,8.1,0.42,2.6,7.2,0.362,1.6,2.2,0.737,7.6,6.6,1.4,0.2,4.0,2.9,16.2,8.8,22.3,5.0,11.8,3.8,10.5,2.3,3.2,11.1,9.7,2.1,0.3,5.9,4.2,23.6,1.0,18.0,54.2,15.4,35.0,35.7,12.0,47.0,55.9,2018-19,Team Rio,UAA 16U,8.0,7.0,23.5,7.88,2.62,6.38,0.412,1.62,3.88,0.419,1.0,1.38,0.727,1.25,2.88,4.12,2.25,1.38,0.12,1.88,3.88,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,18.747
117526,2021-22,Patrick Baldwin Jr,SF,,Wisconsin-Milwaukee,Horizon,3.0,8.0,-6.32,1.0,"Nov 18, 2002",19.61,82,230.8,81.25,82.25,85.75,110.5,8.9,8.75,9.5,8.0,11,10,314.0,13.9,0.45,0.408,0.489,0.267,127.0,3.7,17.9,11.2,12.0,1.7,3.2,13.5,28.3,0.0,0.4,0.4,0.046,-0.8,-1.0,-1.8,0.74,89.3,102.7,0.254,-3.71,5.7,16.7,0.344,3.6,8.5,0.418,2.2,8.2,0.266,3.3,4.5,0.743,8.2,2.2,1.1,1.1,2.9,2.2,16.9,8.4,24.5,5.2,12.6,3.2,12.0,4.9,6.6,12.0,3.2,1.7,1.7,4.3,3.2,24.9,3.0,22.0,51.9,35.7,30.9,36.8,42.9,47.2,62.5,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2021.0,U19 World Cup,7.0,17:14,7.7,3.0,6.3,0.477,1.3,4.0,0.321,0.4,0.7,0.6,5.0,1.9,0.4,0.6,0.9,1.6,Gold,,16.356737588652482,28.0,18.206
117369,2021-22,Julian Strawther,SF,SG,Gonzaga,WCC,28.0,4.0,4.5,2.0,"Apr 18, 2002",20.2,79,207.6,77.75,79.0,81.5,104.5,7.9,8.25,8.5,72.0,32,31,856.0,18.7,0.615,0.598,0.546,0.288,344.0,5.8,14.5,10.7,5.7,1.1,0.6,7.8,18.7,2.6,1.8,4.4,0.205,5.0,1.9,6.8,1.23,126.1,93.9,0.16,-0.51,6.3,12.7,0.498,3.8,5.7,0.659,2.5,6.9,0.365,2.6,3.6,0.705,8.0,1.5,0.8,0.3,1.2,3.0,17.7,8.5,17.2,5.1,7.8,3.4,9.4,3.5,4.9,10.9,2.0,1.1,0.4,1.6,4.1,24.0,6.0,28.7,70.5,52.7,16.9,56.5,23.1,54.4,98.1,2018-19,Las Vegas Prospects,Nike 17U,10.0,10.0,2.9,14.2,5.0,13.3,0.376,1.7,6.2,0.274,2.5,4.1,0.61,0.0,5.5,5.5,1.2,1.4,0.8,2.2,2.8,2019.0,U19 World Cup,7.0,28:44,22.0,8.3,18.3,0.453,1.6,6.6,0.239,3.9,6.0,0.643,6.1,1.4,1.1,0.4,1.9,2.3,6th,,16.356737588652482,28.925076452599388,18.0
90019,2021-22,Kellan Grady,SG,,Kentucky,SEC,26.0,8.0,8.02,4.0,"Sep 11, 1997",24.8,78,205.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,95.0,34,34,1119.0,13.8,0.602,0.591,0.7,0.129,325.0,1.0,6.1,3.6,6.2,1.4,0.2,7.7,15.2,2.6,1.4,4.0,0.143,4.2,2.0,6.1,1.63,126.7,103.1,0.174,0.21,4.8,10.8,0.446,1.7,3.3,0.516,3.1,7.6,0.415,1.0,1.4,0.744,2.5,1.6,1.0,0.1,1.0,1.4,13.8,7.0,15.7,2.4,4.7,4.5,11.0,1.5,2.0,3.7,2.3,1.4,0.1,1.4,2.0,20.0,7.0,11.2,79.4,25.9,18.8,35.1,20.0,70.0,84.1,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,17.981
132629,2021-22,Mark Williams,C,,Duke,ACC,32.0,7.0,7.26,2.0,"Dec 16, 2001",20.54,85,242.4,84.0,86.0,90.5,117.0,5.4,9.0,9.75,28.0,39,39,922.0,33.1,0.726,0.721,0.004,0.291,407.0,13.2,21.2,17.5,7.1,1.2,11.4,10.7,18.6,4.3,2.0,6.3,0.271,7.8,4.8,12.5,0.97,142.0,93.2,0.195,-1.39,8.3,11.5,0.721,8.3,11.5,0.723,0.0,0.0,0.0,2.4,3.3,0.727,12.5,1.5,0.8,4.8,1.6,3.5,19.0,12.2,16.9,12.2,16.8,0.0,0.1,3.6,4.9,18.4,2.2,1.2,7.0,2.3,5.1,27.9,96.0,83.4,78.7,70.7,16.2,39.5,82.4,0.4,0.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,15.0,17.885
135606,2021-22,TyTy Washington,SG,PG,Kentucky,SEC,23.0,8.0,8.02,1.0,"Nov 15, 2001",20.62,75,196.4,74.25,75.75,80.0,99.5,12.0,8.5,9.25,15.0,31,29,905.0,19.3,0.528,0.504,0.306,0.19,391.0,2.6,10.7,6.8,22.7,2.6,0.7,12.2,22.5,2.4,1.5,3.9,0.171,4.1,3.3,7.4,2.35,114.8,98.4,0.288,3.18,6.7,14.9,0.451,5.1,10.3,0.496,1.6,4.6,0.35,2.1,2.8,0.75,4.7,5.3,1.8,0.3,2.3,2.1,17.1,9.7,21.5,7.4,14.9,2.3,6.6,3.1,4.1,6.8,7.7,2.6,0.4,3.3,3.0,24.8,2.0,18.7,68.3,25.6,50.7,42.7,17.8,30.6,80.6,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,29.0,16.939
128473,2021-22,Trevor Keels,SG,,Duke,ACC,29.0,7.0,7.26,1.0,"Aug 26, 2003",18.84,76,223.8,75.25,76.75,79.25,101.0,13.5,8.25,9.0,23.0,36,26,1087.0,16.5,0.52,0.496,0.493,0.276,412.0,3.3,9.0,6.4,14.9,2.4,0.2,10.2,20.7,2.3,1.3,3.7,0.134,2.7,1.5,4.2,2.18,112.4,103.2,0.228,1.88,5.4,12.9,0.419,3.4,6.6,0.522,2.0,6.4,0.312,2.4,3.6,0.67,4.6,3.6,1.6,0.1,1.7,1.7,15.2,7.9,18.9,5.0,9.6,2.9,9.3,3.5,5.2,6.7,5.3,2.4,0.1,2.4,2.5,22.3,2.0,34.5,59.5,36.1,16.2,36.8,9.5,49.3,90.7,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,42.0,16.893
148690,2021-22,Marcus Sasser,PG,SG,Houston,AAC,10.0,2.0,6.47,3.0,"Sep 21, 2000",21.77,74,195.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,399.0,12,12,384.0,23.7,0.6,0.579,0.652,0.247,180.0,0.9,9.1,5.0,15.9,4.2,0.3,12.8,27.0,1.3,0.9,2.2,0.228,7.0,4.4,11.4,1.19,117.8,90.6,0.281,-1.44,7.2,16.5,0.437,2.5,5.7,0.436,4.7,10.7,0.437,3.0,4.1,0.744,3.5,3.2,2.7,0.1,2.7,1.8,22.1,11.1,25.3,3.8,8.8,7.2,16.5,4.6,6.2,5.4,5.0,4.2,0.2,4.2,2.7,34.0,1.0,12.7,50.0,0.0,22.2,40.0,14.3,65.2,62.2,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,16.839
