RealGM ID,Season,Name,Position 1,Position 2,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement
121574,2021-22,Manny Bates,PF,,NC State,ACC,1,0,6.37,3,"Mar 14, 2000",22.3,83,230,104,1,1,1,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-.022,-5.1,-2.9,-8.0,0,0.0,121.7,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151733,2021-22,Chase Graham,SG,PG,NC State,ACC,5,2,6.37,3,,,73,180,,7,0,7,-46.8,.000,.000,.800,.000,0,0.0,0.0,0.0,0.0,8.4,0.0,28.6,50.3,-0.1,0.0,-0.1,-.741,-45.7,-12.1,-57.8,0.0,0.0,101.7,0.0,-28.62,0.0,28.6,.000,0.0,5.7,.000,0.0,22.9,.000,0.0,0.0,,0.0,0.0,5.7,0.0,11.4,11.4,0.0,0.0,42.1,0.0,8.4,0.0,33.6,0.0,0.0,0.0,0.0,8.4,0.0,16.8,16.8,0.0,0,20.0,0.0,0,0.0,0,0,80.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173909,2021-22,Alex Nunnally,SG,PG,NC State,ACC,5,1,6.37,1,,,74,180,,6,0,6,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-.022,-4.1,-1.9,-6.0,0,0.0,121.7,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132408,2021-22,Greg Gantt,PG,,NC State,Big East,9,20,8.82,4,,,72,175,67,26,7,557,9.8,.489,.457,.372,.277,119,4.2,12.3,8.2,14.0,1.7,1.5,19.6,12.2,0.4,0.6,1.0,.070,-0.9,2.7,1.8,1.65,99.5,103.7,0.307,0.54,2.8,6.8,.415,2.2,4.2,.525,0.6,2.5,.229,1.3,1.9,.692,5.8,3.1,1.1,0.6,1.9,4.1,7.5,4.2,10.0,3.3,6.3,0.9,3.7,1.9,2.8,8.7,4.6,1.7,0.9,2.8,6.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155168,2021-22,Alondes Williams,PG,SG,Wake Forest,ACC,25,10,4.75,4,"Jun 19, 1999",23.03,77,210,400,35,35,1194,23.1,.576,.549,.298,.379,688,5.1,15.7,10.8,31.2,2.0,1.2,18.4,28.9,3.5,2.0,5.5,.185,4.7,1.8,6.6,1.43,110.6,98.2,0.433,-0.51,8.1,16.0,.507,6.8,11.2,.603,1.3,4.8,.282,4.2,6.1,.691,7.5,6.1,1.4,0.5,4.3,2.4,21.7,11.4,22.4,9.5,15.8,1.9,6.7,5.9,8.5,10.5,8.5,2.0,0.7,6.0,3.4,30.5,25,52.4,66.0,25.5,17.8,43.5,5.4,29.8,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151853,2021-22,Jake Laravia,PF,SF,Wake Forest,ACC,23,10,4.75,3,"Nov 3, 2001",20.65,79,235,250,33,33,1128,22.9,.649,.606,.246,.529,516,7.5,14.1,11.1,20.0,2.7,3.0,19.3,20.4,3.7,2.1,5.8,.206,4.7,3.7,8.5,1.37,121.7,95.9,0.312,-0.66,5.9,10.5,.559,4.9,7.9,.616,1.0,2.6,.384,4.3,5.6,.777,7.7,4.3,2.0,1.1,3.2,3.3,17.1,8.3,14.8,6.9,11.2,1.4,3.6,6.1,7.8,10.8,6.1,2.7,1.6,4.4,4.6,24.0,,50.8,65.6,54.5,24.6,53.4,7.7,24.6,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140020,2021-22,Daivien Williamson,SG,,Wake Forest,ACC,23,10,4.75,4,"Jan 22, 2000",22.44,73,180,,33,32,996,14.7,.609,.563,.567,.321,341,0.9,7.9,4.7,7.1,1.2,0.2,10.4,17.9,2.2,1.2,3.4,.137,2.2,0.7,2.9,1.08,118.6,103.6,0.178,-1.0,5.0,11.1,.451,2.5,4.8,.525,2.5,6.3,.395,3.1,3.6,.865,3.3,1.6,0.9,0.1,1.5,1.6,15.6,7.0,15.6,3.6,6.8,3.5,8.9,4.3,5.0,4.6,2.3,1.2,0.1,2.1,2.2,21.9,0,25.4,62.9,22.7,17.8,38.8,10.5,56.9,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85699,2021-22,Dallas Walton,C,,Wake Forest,ACC,25,10,4.75,4,"Oct 7, 1997",24.73,84,230,,35,35,899,17.7,.609,.583,.254,.393,304,4.7,17.5,11.6,7.4,0.9,5.6,11.6,16.7,2.1,1.6,3.6,.162,1.8,3.0,4.8,1.06,119.6,97.2,0.161,-1.11,5.3,10.0,.536,4.4,7.4,.593,0.9,2.5,.368,2.8,3.9,.716,8.1,1.6,0.6,2.1,1.6,3.9,14.4,7.5,14.0,6.2,10.4,1.3,3.6,3.9,5.5,11.3,2.3,0.9,3.0,2.2,5.5,20.2,30,40.2,68.9,69.4,34.4,48.1,45.9,25.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104819,2021-22,Isaiah Mucius,SF,,Wake Forest,ACC,25,9,4.75,4,"Apr 22, 1999",23.19,80,205,94,34,34,926,12.8,.577,.556,.758,.162,286,3.0,9.9,6.7,5.1,1.6,1.3,12.0,17.2,1.4,1.3,2.7,.118,1.7,1.6,3.3,0.71,110.2,101.1,0.143,-2.08,4.7,11.2,.419,1.6,2.7,.603,3.1,8.5,.360,1.5,1.8,.810,4.7,1.2,1.2,0.5,1.6,3.2,14.0,6.6,15.8,2.3,3.8,4.3,11.9,2.1,2.5,6.5,1.6,1.6,0.7,2.3,4.5,19.6,8,15.4,80.0,68.8,8.5,27.3,33.3,76.1,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107352,2021-22,Khadim Sy,C,,Wake Forest,ACC,24,10,4.75,4,"Apr 10, 1997",25.22,82,240,253,34,2,660,13.6,.588,.592,.320,.268,197,8.1,18.3,13.6,4.6,1.4,3.2,20.0,16.3,0.7,1.2,1.9,.117,-0.8,2.4,1.5,0.4,104.4,96.9,0.105,-4.63,5.0,9.3,.536,3.9,6.3,.625,1.0,3.0,.347,1.3,2.5,.537,9.5,1.0,1.0,1.2,2.6,5.1,12.3,7.0,13.0,5.5,8.8,1.4,4.2,1.9,3.5,13.3,1.4,1.4,1.7,3.7,7.1,17.3,11,54.9,67.9,50.9,13.1,40.0,37.5,32.0,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139290,2021-22,Cameron Hildreth,SG,PG,Wake Forest,ACC,22,10,4.75,1,"Sep 18, 2002",19.78,76,195,134,32,0,426,13.4,.549,.505,.319,.505,139,5.6,18.3,12.4,14.7,2.5,0.7,24.2,17.5,0.4,0.8,1.2,.114,-0.9,2.9,2.0,1.03,101.0,96.0,0.089,-2.58,3.9,8.5,.462,3.2,5.8,.548,0.8,2.7,.276,3.0,4.3,.696,8.6,3.5,1.8,0.3,3.4,3.9,11.6,5.5,12.0,4.5,8.2,1.1,3.8,4.2,6.1,12.1,4.9,2.5,0.4,4.7,5.5,16.3,0,46.2,61.9,7.7,22.0,40.0,12.5,31.9,75.0,,,,,,,,,,,,,,,,,,,,,,,,,2019,U18 Euro Championship A,13,20:36,8.1,2.9,8.5,.345,1.2,4.2,.278,1.1,2.5,.424,3.2,1.6,1.5,0.2,1.6,1.8,8th
132450,2021-22,Damari Monsanto,SG,,Wake Forest,ACC,11,6,4.75,2,,,78,225,360,17,1,274,17.2,.560,.557,.811,.094,116,8.2,15.6,12.2,8.9,2.7,0.8,14.0,23.5,0.5,0.5,1.0,.147,3.8,1.5,5.3,0.72,107.0,96.6,0.116,-3.23,6.1,15.5,.396,1.2,2.9,.400,5.0,12.6,.395,0.9,1.5,.600,8.5,1.9,1.9,0.3,2.6,4.8,18.1,8.6,21.7,1.6,4.1,7.0,17.6,1.2,2.0,11.9,2.7,2.7,0.4,3.7,6.8,25.4,3,9.4,40.0,0.0,9.4,40.0,0.0,81.1,91.2,2018-19,Team Breakdown,UAA 17U,8,7,25.0,13.12,4.75,14.12,.336,3.00,9.00,.333,0.62,0.75,.833,1.00,3.62,4.62,0.88,0.88,0.25,1.50,3.38,,,,,,,,,,,,,,,,,,,,,
126840,2021-22,Carter Whitt,PG,SG,Wake Forest,ACC,22,9,4.75,1,,,75,180,79,31,3,370,2.5,.354,.349,.562,.096,76,1.0,13.6,7.8,19.7,1.2,0.6,34.9,15.9,-0.7,0.5,-0.2,-.017,-5.0,0.6,-4.4,1.12,68.1,101.2,0.078,-2.7,2.3,7.9,.288,1.3,3.5,.375,1.0,4.4,.220,0.3,0.8,.429,5.4,5.0,0.9,0.2,4.4,1.6,5.8,3.2,11.1,1.8,4.9,1.4,6.2,0.5,1.1,7.6,7.0,1.2,0.3,6.2,2.3,8.2,0,15.1,27.3,33.3,28.8,42.9,22.2,56.2,100.0,2018-19,Boo Williams,Nike 17U,10,5,8.0,4.90,1.60,5.10,.314,0.80,2.20,.364,0.90,1.30,.692,0.00,2.80,2.80,3.00,0.90,0.00,1.90,2.10,,,,,,,,,,,,,,,,,,,,,
139295,2021-22,Matthew Marsh,C,,Wake Forest,ACC,11,2,4.75,1,"May 15, 2002",20.13,85,250,,13,0,80,25.7,.693,.667,.048,.571,31,7.8,21.4,15.1,0.0,2.8,1.3,3.6,17.3,0.3,0.2,0.5,.245,3.8,2.6,6.4,0.0,143.9,93.8,0.037,-1.2,7.0,10.5,.667,7.0,10.0,.700,0.0,0.5,.000,4.5,6.0,.750,10.5,0.0,2.0,0.5,0.5,3.5,18.5,9.8,14.7,9.8,14.0,0.0,0.7,6.3,8.4,14.7,0.0,2.8,0.7,0.7,4.9,26.0,10,90.5,73.7,71.4,4.8,0.0,0,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,2018,U16 Euro Championship B,6,23:48,12.5,4.3,7.0,.619,0.0,0.0,.000,3.8,5.7,.676,9.3,0.0,0.5,2.3,0.3,1.8,7th
175949,2021-22,Robert McCray,SG,PG,Wake Forest,ACC,12,2,4.75,1,,,76,185,168,14,0,57,19.2,.653,.667,.556,.222,24,8.7,7.5,8.1,10.3,2.0,1.8,16.7,21.0,0.1,0.1,0.2,.162,1.8,1.4,3.2,0.75,116.6,100.7,0.032,-3.4,7.0,12.6,.556,4.2,5.6,.750,2.8,7.0,.400,1.4,2.8,.500,5.6,2.1,1.4,0.7,2.8,4.9,18.2,9.9,17.7,5.9,7.9,3.9,9.9,2.0,3.9,7.9,3.0,2.0,1.0,3.9,6.9,25.6,2,44.4,75.0,16.7,0.0,0,0,55.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121635,2021-22,Miles Lester,SG,PG,Wake Forest,ACC,7,0,4.75,4,"Jan 30, 1998",24.42,72,180,,7,0,17,-2.6,.333,.333,1.000,.000,6,0.0,18.9,10.2,10.3,0.0,0.0,18.2,32.4,-0.1,0.0,0.0,-.103,-11.8,-5.9,-17.6,0.5,63.1,102.1,0.013,-7.63,4.7,21.2,.222,0.0,0.0,,4.7,21.2,.222,0.0,0.0,,7.1,2.4,0.0,0.0,4.7,2.4,14.1,6.6,29.7,0.0,0.0,6.6,29.7,0.0,0.0,9.9,3.3,0.0,0.0,6.6,3.3,19.8,0,0.0,0,0,0.0,0,0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151737,2021-22,Grant Van Beveren,PF,SF,Wake Forest,ACC,4,0,4.75,3,"Apr 7, 2001",21.23,78,215,,4,0,12,25.8,.600,.600,.000,.000,5,20.8,17.8,19.2,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.1,.215,2.3,-2.1,0.2,0,133.9,102.4,0.024,0.0,10.0,16.7,.600,10.0,16.7,.600,0.0,0.0,,0.0,0.0,,13.3,0.0,0.0,0.0,0.0,3.3,20.0,14.0,23.4,14.0,23.4,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,4.7,28.1,,80.0,75.0,33.3,20.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185273,2021-22,RJ Kennah,SG,PG,Wake Forest,ACC,1,0,4.75,1,"Dec 17, 2002",19.53,77,180,,1,0,2,15.5,.526,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,.157,-1.6,0.1,-1.5,0,122.5,109.9,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,20.0,40.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162015,2021-22,Lucas Taylor,PF,SF,Wake Forest,ACC,12,3,4.75,1,,,77,195,180,15,0,46,-8.7,.050,.000,.556,.222,3,0.0,2.3,1.3,9.5,3.7,0.0,33.4,16.3,-0.2,0.1,-0.2,-.154,-12.1,-0.2,-12.4,0.6,20.9,100.3,0.007,-5.85,0.0,7.8,.000,0.0,3.5,.000,0.0,4.3,.000,0.9,1.7,.500,0.9,2.6,2.6,0.0,4.3,2.6,0.9,0.0,11.0,0.0,4.9,0.0,6.1,1.2,2.4,1.2,3.7,3.7,0.0,6.1,3.7,1.2,0,11.1,0.0,0,33.3,0.0,0,55.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185272,2021-22,Kevin Dunn,SG,PG,Wake Forest,ACC,2,0,4.75,1,"Jun 27, 2001",21.01,74,205,,2,0,3,-53.4,.000,.000,.500,.000,0,0.0,35.6,19.2,0.0,0.0,0.0,0.0,66.7,-0.1,0.0,-0.1,-.861,-51.5,-22.4,-73.9,0,0.0,95.8,0.0,0.0,0.0,53.3,.000,0.0,26.7,.000,0.0,26.7,.000,0.0,0.0,,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,0.0,37.4,0.0,37.4,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,50.0,0.0,0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117474,2021-22,Tariq Ingraham,PF,,Wake Forest,ACC,1,0,4.75,2,"Oct 3, 2000",21.74,81,255,,1,0,4,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.023,-2.9,-2.5,-5.5,0,0.0,109.9,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123797,2021-22,Anthony Mathis,SG,PG,Wake Forest,ACC,4,0,4.75,4,"Dec 15, 1998",23.54,72,185,,4,0,6,-4.8,.000,.000,1.000,.000,0,0.0,17.8,9.6,0.0,9.4,0.0,0.0,16.7,0.0,0.0,0.0,-.101,-17.2,6.8,-10.5,0,0.0,80.8,0.0,0.0,0.0,13.3,.000,0.0,0.0,,0.0,13.3,.000,0.0,0.0,,6.7,0.0,6.7,0.0,0.0,6.7,0.0,0.0,18.7,0.0,0.0,0.0,18.7,0.0,0.0,9.4,0.0,9.4,0.0,0.0,9.4,0.0,0,0.0,0,0,0.0,0,0,100.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104369,2021-22,Michael Devoe,SG,,Georgia Tech,ACC,11,20,6.08,4,"Dec 17, 1999",22.54,76,183,51,31,29,1069,20.4,.569,.543,.443,.268,517,2.3,14.2,8.3,20.3,2.3,1.3,15.0,27.9,2.3,1.3,3.6,.134,4.6,1.0,5.6,1.13,106.5,103.0,0.377,-2.0,7.5,16.2,.462,4.9,9.0,.539,2.6,7.2,.365,3.2,4.3,.733,5.7,3.6,1.6,0.4,3.2,2.4,20.8,10.9,23.6,7.1,13.1,3.8,10.5,4.6,6.3,8.2,5.3,2.3,0.7,4.7,3.4,30.3,0,36.7,59.7,34.7,19.2,42.2,22.9,44.1,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108151,2021-22,Jordan Usher,SF,,Georgia Tech,ACC,12,20,6.08,4,"May 21, 1998",24.11,79,213,104,32,31,1013,19.7,.556,.532,.317,.256,460,4.5,19.6,12.1,20.2,2.7,0.6,16.8,26.2,1.7,1.5,3.2,.128,2.4,1.4,3.8,1.08,103.9,100.4,0.333,-2.37,7.1,15.0,.478,5.5,10.2,.541,1.6,4.7,.342,2.8,3.8,.722,8.3,3.7,1.9,0.2,3.4,3.3,18.7,10.4,21.8,8.1,14.9,2.4,6.9,4.0,5.6,12.0,5.3,2.7,0.3,4.9,4.8,27.2,25,32.5,70.7,57.5,36.1,38.7,26.4,31.4,85.4,,,,,,,,,,,,,,,,,,,,,,,,,2016,adidas Nations,5,24:24,7.0,2.4,7.2,.333,0.2,2.0,.100,2.0,2.8,.714,4.8,1.8,0.2,0.0,1.6,2.8,Bronze
103954,2021-22,Kyle Sturdivant,PG,,Georgia Tech,ACC,12,20,6.08,3,"Dec 29, 2000",21.5,74,197,143,32,28,806,12.3,.507,.472,.361,.231,246,1.0,10.7,5.9,17.3,2.2,0.3,13.7,17.9,0.8,0.8,1.7,.082,-1.3,0.8,-0.5,1.92,102.2,105.1,0.197,1.33,4.4,10.7,.412,3.1,6.8,.457,1.3,3.9,.333,1.9,2.5,.780,4.0,3.6,1.5,0.1,1.9,2.7,12.1,6.4,15.6,4.6,10.0,1.9,5.6,2.8,3.6,5.9,5.3,2.2,0.1,2.7,4.0,17.6,0,22.7,49.0,37.5,41.7,43.3,12.8,35.6,76.9,2018-19,Nike Team Florida,Nike 17U,9,9,6.0,14.00,4.44,9.67,.460,1.00,2.33,.429,4.11,4.67,.881,0.00,4.11,4.11,3.44,1.00,0.00,2.33,0.89,,,,,,,,,,,,,,,,,,,,,
143347,2021-22,Dallan Coleman,SG,PG,Georgia Tech,ACC,11,20,6.08,1,,,78,215,67,31,5,730,9.7,.545,.525,.646,.199,171,1.9,7.3,4.7,4.8,2.2,0.5,10.6,14.0,0.7,0.7,1.4,.078,-1.6,1.0,-0.6,0.9,106.1,106.0,0.102,-1.14,3.5,8.8,.391,1.1,3.1,.351,2.4,5.7,.413,1.3,1.8,.719,3.2,1.0,1.5,0.2,1.2,3.8,10.5,5.0,12.9,1.6,4.6,3.4,8.3,1.8,2.6,4.6,1.5,2.2,0.2,1.7,5.6,15.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134424,2021-22,Rodney Howard,PF,,Georgia Tech,ACC,11,16,6.08,3,"Jun 16, 2001",21.04,82,246,279,27,25,670,13.8,.572,.561,.000,.333,195,9.8,14.3,12.1,11.4,1.0,3.4,20.7,15.0,0.9,0.7,1.6,.098,-1.3,0.9,-0.4,1.0,108.0,104.6,0.164,-2.0,4.4,7.9,.561,4.4,7.9,.561,0.0,0.0,,1.6,2.6,.614,8.2,2.4,0.7,1.2,2.4,5.0,10.4,6.4,11.5,6.4,11.5,0.0,0.0,2.3,3.8,12.0,3.5,1.0,1.7,3.5,7.2,15.2,20,69.7,64.1,64.4,30.3,37.5,73.3,0.0,0,2018-19,Derrick Favors,Gold Gauntlet 17U,3,3,25.0,9.67,4.33,7.67,.565,0.00,0.00,.000,1.00,2.00,.500,1.67,3.67,5.33,1.00,0.33,0.00,1.67,3.00,,,,,,,,,,,,,,,,,,,,,
132190,2021-22,Khalid Moore,SF,,Georgia Tech,ACC,12,20,6.08,4,"Jul 29, 2000",21.92,79,200,214,32,30,765,9.3,.467,.429,.182,.325,174,6.2,10.7,8.4,5.2,2.6,1.0,16.1,14.4,0.2,0.9,1.1,.057,-2.9,1.3,-1.7,0.65,93.7,103.6,0.103,-2.54,3.3,8.1,.409,3.0,6.6,.452,0.3,1.5,.214,1.8,2.6,.680,5.8,1.2,1.8,0.4,1.8,3.7,8.7,4.8,11.7,4.3,9.6,0.5,2.1,2.6,3.8,8.4,1.7,2.6,0.5,2.6,5.3,12.6,6,49.4,60.5,45.7,32.5,22.0,18.2,18.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135688,2021-22,Deivon Smith,PG,,Georgia Tech,ACC,10,14,6.08,2,"Mar 8, 2002",20.31,73,172,64,24,5,473,11.3,.437,.420,.125,.188,156,6.2,13.8,10.0,19.9,3.1,1.2,21.1,21.8,-0.2,0.7,0.5,.039,-2.7,1.4,-1.2,1.14,86.2,101.3,0.169,-2.1,4.9,12.2,.403,4.5,10.7,.421,0.4,1.5,.278,1.4,2.3,.593,6.8,4.1,2.1,0.4,3.6,3.7,11.6,7.1,17.7,6.5,15.5,0.6,2.2,2.0,3.3,10.0,5.9,3.1,0.6,5.2,5.4,16.9,4,42.0,50.0,43.3,45.5,35.4,17.4,12.6,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175939,2021-22,Miles Kelly,PF,SF,Georgia Tech,ACC,11,19,6.08,1,,,77,171,125,30,1,437,11.0,.533,.517,.636,.153,120,1.9,9.6,5.8,6.6,2.0,0.8,13.1,17.3,0.3,0.4,0.8,.071,-0.5,0.4,-0.1,0.79,100.3,105.6,0.081,-2.06,4.4,10.8,.407,2.0,3.9,.512,2.4,6.9,.347,1.2,1.6,.722,3.9,1.4,1.4,0.3,1.7,2.7,12.4,6.4,15.7,2.9,5.7,3.5,10.0,1.7,2.4,5.7,2.0,2.0,0.4,2.5,4.0,18.0,0,22.0,73.1,52.6,14.4,17.6,66.7,63.6,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120756,2021-22,Saba Gigiberia,C,,Georgia Tech,ACC,6,9,6.08,2,"Oct 1, 2001",20.75,85,250,209,15,1,118,17.0,.503,.485,.000,.303,44,12.0,22.7,17.4,18.7,2.5,5.8,22.6,21.5,0.1,0.2,0.3,.105,-3.1,3.8,0.7,1.0,97.0,96.5,0.068,-3.07,5.4,11.2,.485,5.4,11.2,.485,0.0,0.0,,2.0,3.4,.600,11.9,3.7,1.7,2.0,3.7,7.1,12.9,7.9,16.3,7.9,16.3,0.0,0.0,3.0,4.9,17.3,5.4,2.5,3.0,5.4,10.4,18.8,1,45.5,60.0,55.6,54.5,38.9,28.6,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2019,U18 Euro Championship B,18,12:51,5.7,2.1,3.9,.535,0.1,0.1,.500,1.4,2.4,.581,5.3,0.3,0.8,0.9,1.5,1.4,8th
175946,2021-22,Jalon Moore,PF,SF,Georgia Tech,ACC,4,9,6.08,1,,,78,211,217,13,1,110,13.4,.504,.500,.161,.387,36,8.6,18.0,13.3,5.4,1.1,8.3,19.7,21.6,0.0,0.2,0.2,.064,-6.4,0.5,-5.9,0.33,91.1,100.2,0.05,-6.51,5.1,11.3,.452,4.0,9.5,.423,1.1,1.8,.600,2.2,4.4,.500,9.1,1.1,0.7,2.9,3.3,5.5,13.5,7.4,16.4,5.8,13.8,1.6,2.6,3.2,6.4,13.2,1.6,1.1,4.2,4.8,7.9,19.6,0,54.8,35.3,0.0,29.0,55.6,40.0,16.1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148742,2021-22,Tristan Maxwell,SG,PG,Georgia Tech,ACC,2,3,6.08,2,,,74,209,351,5,0,78,10.0,.472,.469,.625,.125,28,3.0,9.0,6.0,5.2,0.7,0.0,8.1,24.6,0.0,0.1,0.1,.044,0.2,-2.6,-2.4,0.67,94.3,109.1,0.101,-2.08,5.6,16.4,.344,1.5,6.2,.250,4.1,10.3,.400,1.0,2.1,.500,4.1,1.0,0.5,0.0,1.5,2.6,16.4,8.2,23.9,2.2,9.0,6.0,14.9,1.5,3.0,6.0,1.5,0.7,0.0,2.2,3.7,23.9,0,12.1,0.0,0,27.3,33.3,0.0,60.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134262,2021-22,Jordan Meka,PF,SF,Georgia Tech,ACC,7,8,6.08,2,,,80,225,248,15,4,188,5.8,.222,.222,.000,.000,24,8.8,18.6,13.7,8.8,1.9,6.7,18.2,9.1,-0.1,0.3,0.2,.033,-6.9,2.9,-4.0,1.67,73.9,98.9,0.041,0.36,1.3,5.7,.222,1.3,5.7,.222,0.0,0.0,,0.0,0.0,,9.4,2.1,1.3,2.3,1.3,7.4,2.6,1.9,8.4,1.9,8.4,0.0,0.0,0.0,0.0,13.6,3.1,1.9,3.4,1.9,10.8,3.7,0,46.4,23.1,66.7,50.0,21.4,33.3,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
