RealGM ID,Season,Name,Position 1,Position 2,Play Style,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,Height w/o Shoes,Height w/ Shoes,Wingspan,Standing Reach,Body Fat %,Hand Length,Hand Width,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ATS/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Helio Score
85659,2016-17,Zach Collins,PF,C,Scorer,Gonzaga,WCC,37.0,2.0,4.13,1.0,"Nov 19, 1997",19.61,83,232.2,82.25,84.0,85.0,111.0,8.9,8.75,9.25,30.0,39,0,673.0,31.0,0.703,0.676,0.101,0.715,359.0,12.1,23.3,18.4,4.4,1.5,9.8,14.700000000000001,17.8,0.163,24.8,30.737,2.6,2.4,5.0,0.299,4.6,6.0,10.6,0.27,125.3,79.5,0.131,-7.27,8.0,12.3,0.652,7.4,11.1,0.672,0.6,1.2,0.476,0.195,6.5,8.8,0.743,13.7,1.0,1.1,4.1,3.6,6.2,23.2,11.3,17.3,10.5,15.6,0.8,1.8,9.2,12.4,19.3,1.3,1.5,5.8,5.0,8.8,32.7,17.3,20.0,14.19,3.2855526,68.1,70.9,66.0,21.7,55.6,48.0,10.1,100.0,65.46199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.806,2.7523576004648627
90402,2017-18,Robert Williams,C,PF,Play Finisher,Texas A&M,SEC,18.0,12.0,10.62,2.0,"Oct 17, 1997",20.7,81,240.0,,,,,,,,61.0,30,23,769.0,25.5,0.614,0.632,0.055,0.318,296.0,10.2,26.8,18.9,10.8,1.8,10.4,18.720000000000002,17.0,0.146,19.0,25.955,1.5,2.0,3.5,0.184,4.5,6.2,10.6,0.83,113.8,90.2,0.221,-3.02,7.2,11.4,0.632,7.2,10.8,0.668,0.0,0.6,0.0,0.0,1.7,3.6,0.471,14.4,2.2,1.2,4.1,2.7,3.4,16.2,10.2,16.1,10.2,15.3,0.0,0.9,2.4,5.1,20.3,3.2,1.8,5.7,3.8,4.8,22.8,16.1,68.0,53.31,9.556137360000001,58.2,83.6,69.2,36.4,40.0,31.2,5.5,0.0,51.63120000000001,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,2,22:30,6.5,3.0,7.0,.429,0.5,2.0,.250,0.0,0.0,.000,2.5,0.5,0.5,1.5,2.0,0.5,-,1.973,1.7482119839902663
54847,2015-16,Chinanu Onuaku,C,,Short Roll,Louisville,ACC,23.0,8.0,7.74,2.0,"Nov 1, 1996",19.66,82,245.2,81.0,82.0,86.75,108.5,8.55,9.0,8.0,68.0,31,29,762.0,26.4,0.62,0.62,0.005,0.253,314.0,13.7,25.8,19.8,12.9,1.9,9.6,18.24,20.8,0.174,20.5,29.246,1.8,2.3,4.2,0.218,4.1,6.3,10.5,0.78,114.7,84.9,0.217,-4.26,7.2,11.6,0.62,7.2,11.5,0.623,0.0,0.1,0.0,0.0,1.7,2.9,0.589,13.8,2.7,1.3,3.3,3.4,4.8,16.1,10.8,17.5,10.8,17.4,0.0,0.1,2.6,4.4,20.8,4.0,1.9,4.9,5.1,7.3,24.3,17.5,37.0,34.88,5.5752192,48.0,73.6,66.7,51.6,51.8,35.6,0.5,0.0,50.38560000000001,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,U19 World Cup,7,15:53,4.6,1.9,2.9,.650,0.0,0.1,.000,0.9,1.4,.600,5.0,0.6,1.4,1.7,1.0,2.9,Gold,2.392,2.4320600114516315
131565,2021-22,Christian Koloko,C,,Play Finisher,Arizona,Pac-12,33.0,4.0,6.84,3.0,"Jun 20, 2000",22.03,84,221.0,82.75,84.0,89.25,113.0,5.7,9.0,10.75,187.0,37,37,941.0,28.0,0.661,0.635,0.01,0.472,437.0,12.1,18.0,15.4,9.8,1.6,10.3,16.48,14.3,0.123,20.7,27.588,3.4,2.4,5.9,0.25,5.2,5.3,10.5,0.86,127.3,88.6,0.209,-2.5,7.8,12.2,0.635,7.8,12.1,0.642,0.0,0.1,0.0,0.0,4.3,5.8,0.735,11.5,2.2,1.2,4.3,2.5,4.4,19.8,10.7,16.8,10.7,16.7,0.0,0.2,5.8,7.9,15.8,3.0,1.6,6.0,3.4,6.0,27.2,16.8,84.0,43.68,7.579790400000002,67.0,74.1,74.1,31.9,43.5,57.5,1.0,0.0,67.98949999999999,2018-19,Oakland Soldiers,Nike 17U,10.0,4.0,12.7,6.8,2.5,4.5,0.556,0.0,0.2,0.0,1.6,3.3,0.485,0.0,5.8,5.8,0.7,0.4,2.8,0.7,3.3,,,,,,,,,,,,,,,,,,,,,,2.324,1.8236598894348888
28285,2012-13,Pierre Jackson,PG,,Floor General,Baylor,Big 12,22.0,14.0,7.12,4.0,"Aug 29, 1991",21.84,70,176.0,69.5,70.5,70.0,90.0,4.5,7.5,8.25,400.0,36,35,1252.0,26.0,0.574,0.514,0.484,0.474,749.0,2.2,10.3,6.2,40.7,2.5,0.0,0.0,16.4,0.111,29.5,51.255,5.3,1.6,7.0,0.222,8.5,2.0,10.5,2.09,117.5,100.1,0.49,3.73,6.9,16.2,0.427,4.1,8.3,0.49,2.8,7.8,0.359,0.266,6.1,7.7,0.8,4.3,8.1,1.7,0.0,3.9,2.6,22.7,10.1,23.6,6.0,12.2,4.1,11.4,9.0,11.2,6.3,11.9,2.5,0.0,5.7,3.7,33.2,23.6,4.0,3.07,0.5846415899999999,25.7,62.3,25.9,25.9,35.9,14.9,48.4,50.0,34.7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.332,1.1858124188978938
24188,2012-13,Ben McLemore,SG,,Connector,Kansas,Big 12,31.0,6.0,7.55,1.0,"Feb 11, 1993",20.38,77,189.2,75.5,76.75,79.75,100.5,5.0,8.75,9.5,39.0,37,36,1191.0,23.2,0.633,0.586,0.435,0.345,530.0,5.0,13.2,9.4,12.6,1.8,2.2,3.9600000000000004,14.2,0.118,23.2,32.192,4.2,2.3,6.5,0.217,7.2,3.4,10.5,0.95,121.4,93.7,0.275,-2.33,6.6,13.4,0.495,4.2,7.6,0.553,2.5,5.8,0.42,0.301,4.0,4.6,0.87,6.4,2.5,1.2,0.8,2.6,2.3,19.8,9.8,19.8,6.2,11.2,3.6,8.6,5.9,6.8,9.5,3.6,1.8,1.2,3.8,3.4,29.2,19.8,44.0,35.01,5.2052868,31.5,70.6,52.8,25.0,36.0,47.2,43.5,93.2,68.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.056,2.3959027046635986
2310,2010-11,JaJuan Johnson,PF,,Scorer,Purdue,Big Ten,26.0,8.0,8.69,4.0,"Feb 8, 1989",22.39,82,219.8,81.0,82.0,86.0,107.5,7.5,9.0,10.0,43.0,34,33,1203.0,28.8,0.564,0.509,0.098,0.402,617.0,7.9,20.2,14.1,6.4,1.5,6.7,10.05,8.3,0.076,29.1,37.045,4.3,2.9,7.2,0.238,7.0,3.5,10.5,0.59,117.2,90.3,0.331,-2.86,8.5,17.3,0.494,8.0,15.6,0.516,0.5,1.7,0.294,0.141,5.6,6.9,0.809,9.7,1.1,1.0,2.6,1.9,1.8,23.2,12.9,26.2,12.2,23.6,0.8,2.6,8.5,10.5,14.7,1.7,1.5,4.0,2.8,2.7,35.2,26.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007,2.0337523979794927
56883,2016-17,Monte Morris,PG,,Floor General,Iowa State,Big 12,24.0,11.0,11.94,4.0,"Jun 27, 1995",22.01,74,175.2,73.25,74.5,76.0,96.5,6.9,8.25,8.75,83.0,35,35,1237.0,24.7,0.555,0.523,0.308,0.239,645.0,3.7,11.3,7.6,32.0,2.4,0.8,1.92,7.5,0.05,22.8,37.733,4.8,1.7,6.5,0.21,7.5,3.0,10.5,5.17,126.1,103.0,0.42,8.22,7.0,15.0,0.465,5.2,10.4,0.503,1.7,4.6,0.378,0.247,2.9,3.6,0.802,5.5,7.0,1.7,0.3,1.4,1.6,18.6,9.9,21.3,7.4,14.8,2.5,6.6,4.1,5.1,7.7,9.9,2.4,0.5,1.9,2.3,26.3,21.3,2.0,1.59,0.31153347000000003,27.1,65.9,27.7,42.2,40.3,15.2,30.8,53.7,30.4607,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,adidas Nations Counselors,4,18:15,6.8,3.0,6.2,.480,0.5,1.0,.500,0.2,0.5,.500,2.8,4.0,1.5,0.5,1.5,0.8,-,6.803,2.3279070907150157
9345,2013-14,Jordan McRae,SG,,Scorer,Tennessee,SEC,24.0,13.0,7.84,4.0,"Mar 28, 1991",23.26,77,179.4,75.75,77.25,84.5,104.0,5.2,8.75,8.5,41.0,37,37,1190.0,24.0,0.565,0.513,0.439,0.414,623.0,2.6,10.0,6.3,17.6,1.3,3.3,4.29,11.2,0.092,30.4,44.487,4.3,2.0,6.2,0.21,8.1,2.5,10.5,1.18,119.2,100.7,0.339,-1.46,7.5,17.2,0.436,4.8,9.6,0.502,2.7,7.6,0.351,0.253,5.6,7.1,0.788,4.3,3.1,0.8,1.3,2.6,2.6,23.3,11.9,27.4,7.7,15.4,4.2,12.0,8.9,11.3,6.9,4.9,1.3,2.0,4.1,4.2,37.0,27.4,16.0,12.51,1.8483525,25.0,68.8,40.9,31.1,35.2,21.4,43.9,78.5,51.341899999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,2.132537404823018
6228,2010-11,Brad Wanamaker,PG,SG,Floor General,Pitt,Big East,28.0,6.0,7.85,4.0,"Jul 25, 1989",21.93,76,208.0,,,,,,,,87.0,34,34,1033.0,22.6,0.539,0.475,0.165,0.519,446.0,5.4,14.1,9.9,32.4,3.0,1.3,3.9000000000000004,17.2,0.119,22.3,39.503,3.3,2.1,5.4,0.209,5.6,4.9,10.5,2.26,117.5,93.7,0.347,3.98,5.2,11.5,0.448,4.5,9.6,0.472,0.6,1.9,0.327,0.175,4.5,6.0,0.76,6.9,6.7,1.9,0.5,3.0,2.8,15.5,8.1,18.2,7.2,15.2,1.0,3.0,7.2,9.4,10.8,10.6,3.0,0.7,4.7,4.4,24.4,18.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.317,2.60903106243623
3956,2010-11,David Lighty,SG,,Scorer,Ohio State,Big Ten,34.0,3.0,8.38,4.0,"May 27, 1988",23.09,78,216.2,76.75,78.5,80.0,101.0,6.5,9.0,10.0,33.0,37,36,1186.0,20.9,0.565,0.546,0.364,0.434,460.0,5.2,10.3,7.8,18.5,2.9,1.6,4.64,12.8,0.097,20.3,31.819,3.6,2.4,6.0,0.203,5.8,4.6,10.5,2.1,120.5,94.0,0.27,2.06,5.2,11.0,0.468,3.4,7.0,0.49,1.7,4.0,0.429,0.292,3.0,4.8,0.627,5.0,4.1,1.9,0.6,2.0,2.4,15.0,8.1,17.2,5.4,10.9,2.7,6.3,4.7,7.5,7.8,6.4,2.9,0.9,3.1,3.8,23.5,17.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,U19 World Cup,9,23:33,8.8,3.4,5.0,.689,0.6,1.2,.455,1.3,2.8,.480,3.9,0.8,0.8,0.1,1.8,2.6,Silver,4.782,1.972743219540915
24685,2014-15,Jahlil Okafor,C,,Play Finisher,Duke,ACC,34.0,4.0,9.87,1.0,"Dec 15, 1995",19.54,83,270.0,,,,,,,,1.0,38,38,1143.0,30.7,0.641,0.664,0.0,0.462,609.0,14.8,18.2,16.6,9.4,1.5,4.5,6.75,15.6,,27.6,,4.5,2.2,6.7,0.235,7.7,2.7,10.4,0.52,119.9,95.4,0.307,-5.4,9.8,14.7,0.664,9.8,14.7,0.664,0.0,0.0,,,3.5,6.8,0.51,11.3,1.7,1.0,1.9,3.3,2.8,23.0,14.8,22.3,14.8,22.3,0.0,0.0,5.3,10.3,17.1,2.6,1.5,2.9,5.0,4.3,34.9,22.3,64.0,24.61,7.03791858,61.9,76.5,53.8,38.1,50.0,38.8,0.0,0.0,48.084999999999994,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,U19 World Cup,22,17:46,12.7,5.4,7.9,.678,0.0,0.0,.000,2.0,3.5,.558,7.0,0.2,0.5,0.7,1.5,2.0,Gold,,
107423,2020-21,Isaiah Livers,SF,,Shooter,Michigan,Big Ten,20.0,3.0,11.25,4.0,"Jul 27, 1998",22.93,79,231.8,77.75,79.25,81.25,104.5,9.4,9.0,9.5,133.0,23,23,727.0,20.5,0.605,0.57,0.52,0.242,280.0,4.5,16.6,11.1,11.6,1.1,2.3,2.53,9.5,0.077,19.8,27.178,2.3,1.3,3.6,0.196,6.7,3.6,10.4,1.77,123.6,97.1,0.228,0.66,5.6,12.3,0.457,2.9,5.9,0.486,2.8,6.4,0.431,0.328,2.6,3.0,0.87,7.6,2.5,0.7,0.9,1.4,2.0,16.6,8.3,18.1,4.2,8.7,4.1,9.4,3.8,4.4,11.2,3.7,1.1,1.4,2.1,3.0,24.4,18.1,10.0,22.14,1.9856923200000003,20.2,60.0,55.6,27.8,40.3,4.0,52.0,88.0,58.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.171,1.6141325456741655
3753,2011-12,Mike Scott,PF,,Scorer,Virginia,ACC,22.0,10.0,4.23,4.0,"Jul 16, 1988",23.96,80,240.8,79.25,80.75,82.75,104.0,10.6,8.5,9.0,367.0,32,32,999.0,30.7,0.62,0.571,0.052,0.45,522.0,9.7,26.2,18.0,10.7,1.4,1.8,2.52,12.6,0.113,30.9,38.791,4.2,2.6,6.8,0.27,7.7,2.6,10.4,0.55,118.4,87.4,0.35,-4.72,8.6,15.3,0.563,8.4,14.5,0.577,0.2,0.8,0.3,0.094,5.6,6.9,0.808,10.6,1.5,0.8,0.6,2.7,2.2,23.0,14.1,25.0,13.7,23.7,0.4,1.3,9.1,11.3,17.4,2.4,1.4,1.0,4.4,3.7,37.7,25.0,10.0,9.8,1.2533514,26.7,71.6,52.1,68.1,52.3,55.9,5.2,100.0,57.178599999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.662,1.2741439229115203
53231,2015-16,Jakob Poeltl,C,,Short Roll,Utah,Pac-12,27.0,9.0,8.79,2.0,"Oct 15, 1995",20.71,85,239.0,84.25,85.0,86.75,111.5,5.8,9.25,10.25,100.0,36,36,1093.0,31.1,0.665,0.646,0.0,0.674,596.0,11.9,22.1,17.4,13.9,1.1,5.0,5.5,13.7,,25.6,,4.9,1.9,6.8,0.25,7.6,2.8,10.4,0.95,128.7,98.5,0.305,-2.57,8.3,12.9,0.646,8.3,12.9,0.646,0.0,0.0,,,6.0,8.7,0.689,12.0,2.6,0.8,2.0,2.7,3.0,22.7,12.3,19.1,12.3,19.1,0.0,0.0,8.9,12.9,17.7,3.8,1.1,3.0,4.0,4.5,33.5,19.1,32.0,10.68,3.9307739999999995,85.0,69.3,56.7,15.0,37.7,45.0,0.0,0.0,54.94500000000001,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,U18 Euro Championship B,7,27:25,15.4,7.0,12.1,.576,0.0,0.6,.000,1.4,3.4,.417,12.3,1.0,0.9,2.6,2.7,2.3,20th,,
37900,2016-17,Derrick Walton,PG,,Shooter,Michigan,Big Ten,26.0,12.0,10.17,4.0,"Apr 3, 1995",22.24,72,188.6,71.0,72.75,74.5,95.0,5.8,8.0,8.5,46.0,38,37,1323.0,24.3,0.623,0.561,0.592,0.434,629.0,1.7,16.2,9.1,27.3,2.0,0.1,0.2,12.3,0.082,23.0,37.841,5.5,1.7,7.1,0.216,8.1,2.2,10.4,2.86,128.8,104.2,0.359,4.97,5.2,11.9,0.436,2.2,4.8,0.456,3.0,7.0,0.422,0.336,4.5,5.1,0.876,5.5,5.7,1.3,0.0,2.0,2.0,17.8,8.1,18.6,3.5,7.6,4.6,11.0,7.1,8.1,8.6,9.0,2.0,0.0,3.1,3.1,27.9,18.6,0.0,0.0,0.0,14.5,61.4,17.1,26.3,36.9,10.5,59.2,65.3,43.8986,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,adidas Nations,6,23:26,7.7,2.3,7.5,.311,0.5,2.2,.231,2.5,2.8,.882,1.8,3.3,1.5,0.0,0.8,1.3,5th,8.149,1.7049300628859287
80278,2017-18,Keenan Evans,PG,,Scorer,Texas Tech,Big 12,27.0,9.0,9.6,4.0,"Aug 23, 1996",21.85,75,183.2,73.5,75.0,77.25,98.0,6.5,8.5,8.0,292.0,36,35,1063.0,25.1,0.601,0.529,0.364,0.585,595.0,1.3,10.5,6.0,23.5,2.3,1.2,2.76,11.7,0.091,28.4,41.555,4.2,2.1,6.2,0.234,6.7,3.7,10.4,1.66,122.5,97.3,0.33,0.7,7.3,15.5,0.471,5.5,9.9,0.557,1.8,5.6,0.32,0.218,7.4,9.1,0.817,4.1,4.4,1.5,0.4,2.6,2.4,23.8,10.7,22.6,8.0,14.4,2.6,8.2,10.8,13.2,6.0,6.4,2.3,0.6,3.8,3.6,34.8,22.6,12.0,8.28,2.2442112000000005,35.2,69.0,23.0,28.4,39.3,10.9,36.4,54.2,30.9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36,2.4527304469273736
28239,2014-15,Sam Dekker,SF,,Slasher,Wisconsin,Big Ten,36.0,4.0,10.29,3.0,"May 6, 1994",21.15,81,218.6,79.75,81.0,83.5,106.0,7.5,8.5,9.25,12.0,40,40,1239.0,25.5,0.605,0.586,0.372,0.278,519.0,8.4,14.8,11.7,8.6,1.1,1.5,1.6500000000000001,7.3,0.065,23.2,30.889,5.1,1.9,7.0,0.225,8.5,1.8,10.4,1.36,128.6,99.8,0.258,-0.3,6.9,13.1,0.525,5.3,8.2,0.639,1.6,4.9,0.331,0.227,2.6,3.6,0.708,7.1,1.6,0.7,0.6,1.2,1.4,17.9,11.6,22.0,8.8,13.8,2.7,8.2,4.3,6.1,11.9,2.7,1.1,1.0,2.0,2.3,30.2,22.0,28.0,15.58,3.73394954,44.3,75.0,45.9,18.2,37.8,17.9,37.4,82.0,54.25949999999999,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,U18 Americas Championship,5,09:08,4.0,1.4,3.6,.389,0.6,1.6,.375,0.6,0.8,.750,2.0,0.0,0.6,0.0,0.4,0.8,Gold,3.05,2.4986377901880696
4191,2010-11,Markieff Morris,PF,,Energy,Kansas,Big 12,35.0,3.0,7.62,3.0,"Sep 2, 1989",21.82,81,240.8,79.75,81.25,82.75,106.5,10.2,8.5,8.25,118.0,38,34,926.0,29.1,0.642,0.627,0.178,0.462,485.0,13.9,24.7,19.7,11.0,1.9,4.9,9.31,16.2,0.137,25.5,34.912,3.6,2.4,6.0,0.257,6.7,3.6,10.3,0.68,121.5,88.1,0.223,-4.41,8.4,14.3,0.589,7.3,11.7,0.625,1.1,2.5,0.424,0.24,4.4,6.6,0.673,13.7,2.3,1.3,1.9,3.4,4.7,22.4,12.1,20.5,10.5,16.8,1.5,3.7,6.4,9.5,19.6,3.3,1.9,2.7,4.8,6.7,32.1,20.5,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.136,2.806081872694722
42084,2016-17,Luke Kennard,SG,SF,Scorer,Duke,ACC,28.0,9.0,10.91,2.0,"Jun 24, 1996",21.02,78,196.2,76.5,77.5,77.25,98.5,6.6,8.0,8.75,21.0,37,36,1314.0,24.4,0.629,0.579,0.414,0.386,672.0,3.9,12.1,8.2,13.6,1.4,0.9,1.26,9.3,0.078,24.0,33.548,5.5,1.6,7.1,0.217,8.4,2.0,10.3,1.54,130.5,104.4,0.322,0.13,7.2,14.8,0.489,4.5,8.6,0.525,2.7,6.1,0.438,0.31,4.9,5.7,0.856,5.7,2.8,0.9,0.4,1.8,2.5,22.0,10.3,21.1,6.5,12.4,3.8,8.8,7.0,8.1,8.2,4.0,1.4,0.6,2.6,3.6,31.5,21.1,3.0,3.35,0.5042152,18.4,61.8,18.2,40.2,48.2,20.2,41.4,76.1,42.974599999999995,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,U18 Americas Championship,5,16:24,13.8,4.6,8.4,.548,3.0,5.8,.517,1.6,2.0,.800,3.2,1.2,1.6,0.4,0.4,0.6,Gold,4.592,3.007058734712366
52567,2015-16,Tyler Ulis,PG,,Floor General,Kentucky,SEC,26.0,9.0,8.84,2.0,"Jan 5, 1996",20.48,70,149.2,68.75,70.0,74.0,88.5,5.2,7.5,7.5,19.0,35,35,1288.0,24.0,0.567,0.497,0.362,0.441,666.0,1.7,7.1,4.6,34.3,2.3,0.3,0.69,11.4,0.075,23.3,41.346,5.4,1.7,7.1,0.221,7.9,2.4,10.3,3.57,128.8,103.6,0.435,7.54,6.0,13.7,0.434,4.3,8.8,0.486,1.7,5.0,0.344,0.234,5.2,6.1,0.856,3.3,7.6,1.6,0.1,2.1,2.0,18.8,8.8,20.2,6.3,12.9,2.5,7.3,7.6,8.9,4.8,11.2,2.3,0.2,3.1,2.9,27.7,20.2,0.0,0.0,0.0,18.8,57.8,4.2,45.0,44.7,5.6,36.2,56.4,23.726399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.014,1.0969894964942448
87241,2018-19,Dylan Windler,SF,,Scorer,Belmont,OVC,27.0,6.0,-2.6,4.0,"Sep 22, 1996",22.77,79,195.8,78.25,79.5,82.0,104.5,4.6,8.25,9.5,377.0,33,33,1097.0,30.4,0.681,0.651,0.518,0.304,636.0,6.8,27.3,17.7,13.6,2.3,1.7,3.9099999999999997,11.8,0.096,25.7,35.405,4.9,2.3,7.2,0.262,8.8,1.5,10.3,1.22,129.1,94.7,0.314,-1.11,8.9,16.4,0.54,5.2,7.9,0.659,3.6,8.5,0.429,0.326,4.2,5.0,0.847,13.0,3.1,1.7,0.7,2.5,2.5,25.6,11.9,22.1,7.0,10.7,4.9,11.4,5.7,6.7,17.5,4.1,2.3,0.9,3.4,3.4,34.5,22.1,28.0,17.59,2.5530125999999997,35.4,74.5,59.0,12.6,41.1,21.7,51.9,88.0,69.2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.429,1.814744053573907
24252,2013-14,Gary Harris,SG,,Shooter,Michigan State,Big Ten,26.0,9.0,9.38,2.0,"Sep 14, 1994",19.79,76,204.8,74.5,76.5,78.75,96.0,4.55,8.5,9.5,19.0,35,34,1131.0,22.5,0.561,0.518,0.505,0.312,542.0,4.0,10.2,7.3,16.8,3.4,1.6,5.44,10.3,0.083,26.8,38.367,3.3,2.0,5.3,0.188,6.6,3.7,10.3,1.57,116.9,99.3,0.31,0.24,6.9,16.1,0.429,4.0,8.0,0.507,2.9,8.1,0.352,0.265,4.1,5.0,0.81,5.0,3.3,2.2,0.5,2.1,2.6,20.7,10.5,24.4,6.1,12.1,4.3,12.3,6.2,7.6,7.5,5.0,3.4,0.8,3.2,3.9,31.4,24.4,22.0,19.1,2.5224606000000005,25.3,58.3,47.8,24.2,42.7,42.6,50.5,86.4,66.03460000000001,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,NIKE Global Challenge,3,16:20,11.3,5.0,9.7,.517,0.0,2.3,.000,1.3,2.0,.667,4.3,0.7,2.0,0.7,0.7,2.3,Gold,5.137,3.0828512063390208
41364,2015-16,Ben Simmons,SF,PF,Slasher,LSU,SEC,19.0,14.0,7.0,1.0,"Jul 20, 1996",19.95,82,240.0,,,,,,,,1.0,33,32,1151.0,29.0,0.6,0.561,0.008,0.769,674.0,9.6,26.8,18.2,27.4,3.1,2.5,7.75,17.4,0.139,26.4,38.251,3.9,2.1,6.0,0.207,7.0,3.3,10.3,1.42,117.2,98.4,0.409,-0.47,7.5,13.4,0.56,7.5,13.3,0.561,0.0,0.1,0.333,0.01,6.9,10.3,0.67,13.5,5.5,2.3,0.9,3.9,3.2,22.0,10.3,18.4,10.2,18.3,0.0,0.1,9.5,14.2,18.5,7.5,3.1,1.3,5.3,4.4,30.1,18.4,56.0,26.7,7.5383712,54.4,75.2,48.1,44.8,32.9,31.6,0.8,100.0,41.1232,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,U17 World Cup,8,20:37,9.0,3.5,6.8,.519,0.1,0.9,.143,1.9,2.9,.652,5.4,1.1,1.4,1.0,1.8,1.4,Silver,3.745,3.5860508720852646
6276,2010-11,Marshon Brooks,SG,,Scorer,Providence,Big East,15.0,17.0,6.44,4.0,"Jan 26, 1989",22.42,77,194.6,76.25,77.25,85.0,101.0,5.2,9.0,10.5,285.0,32,31,1168.0,28.8,0.584,0.542,0.345,0.384,720.0,6.3,14.2,10.2,16.0,2.3,3.0,6.8999999999999995,12.7,0.109,30.6,42.946,4.8,1.2,5.9,0.203,8.8,1.5,10.3,0.82,118.3,104.4,0.417,-3.54,9.5,19.6,0.483,7.2,12.8,0.559,2.3,6.7,0.34,0.229,5.8,7.5,0.772,7.7,2.7,1.6,1.3,3.4,2.7,27.0,13.1,27.1,9.9,17.8,3.2,9.4,8.0,10.4,10.7,3.8,2.3,1.9,4.7,3.8,37.5,27.1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.203,2.1094165297879672
