RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,Harmonic STK%,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
182894,2022-23,Brice Sensabaugh,SF,PF,Scorer,78,235.0,Ohio State,Big Ten,14.0,18.0,9.27,1.0,"Oct 30, 2003",19.67,400.0,32,20,782.0,26.4,58.7,55.3,0.366,0.253,465.0,6.3,19.0,12.8,10.6,1.3,1.7,1.5,12.8,3.4000000000000004,33.8,1.46108,2.7,1.0,3.8,0.193,7.9,0.8,8.7,0.55,114.5,103.3,0.258,-5.41,1.4733333333333334,9.7,20.3,47.7,6.6,12.8,51.4,3.1,7.4,41.4,0.28276,0.7255854043959201,4.2,5.1,83.0,8.8,1.8,0.9,0.6,3.3,4.0,26.6,14.6,30.6,10.0,19.4,4.6,11.2,6.4,7.7,13.4,2.8,1.3,0.9,5.0,6.1,40.2,8.0,9.38,1.2019532000000002,0.0,3.92,21.5,56.6,40.4,41.7,49.1,13.9,36.8,84.7,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.167,95.833,86.111,20.619,35.484,11.594,7.143,86.905,43.5,0.146881,49.815,0.10041302213403397,14.866,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Sensabaugh_Brice_osu22.jpg
122260,2021-22,Keve Aluma,SF,PF,Slasher,81,230.0,Virginia Tech,ACC,23.0,13.0,6.48,4.0,"Dec 31, 1998",23.5,400.0,36,36,1109.0,26.0,60.2,56.8,0.183,0.318,542.0,8.6,18.5,13.7,13.9,1.5,3.5,2.1,12.1,3.2,26.8,1.15703,4.1,1.9,6.0,0.216,6.3,2.3,8.6,1.06,119.5,98.0,0.31,-1.84,2.1,7.9,14.8,53.8,7.0,12.0,58.4,0.9,2.7,33.300000000000004,0.19251000000000001,0.3639996416091748,3.7,4.7,78.5,8.5,2.5,1.0,1.2,2.3,3.0,20.5,12.5,23.2,11.1,18.9,1.4,4.3,5.8,7.4,13.3,3.9,1.5,1.9,3.7,4.7,32.2,36.0,18.79,3.571396510000001,0.0,4.41,46.7,64.4,59.3,35.0,50.3,34.7,18.3,96.0,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.417,77.778,52.778,68.041,58.065,40.58,46.429,70.238,59.3,0.115555,54.205,0.04929083151724491,14.409,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Aluma_Keve_22w.jpg
8327,2012-13,Elias Harris,SF,PF,Slasher,79,240.0,Gonzaga,WCC,31.0,3.0,4.14,4.0,"Jul 6, 1989",23.99,400.0,34,33,944.0,27.7,57.7,51.3,0.139,0.576,475.0,9.5,23.5,16.8,11.1,2.6,2.4,2.5,12.3,5.800000000000001,26.9,0.6683199999999999,3.8,2.3,6.1,0.258,5.7,2.9,8.6,0.88,120.5,88.4,0.242,-2.67,2.496,7.2,14.3,50.1,6.8,12.3,55.50000000000001,0.3,2.0,17.0,0.08949,0.275745376042943,6.3,8.2,76.8,10.7,2.2,1.7,0.8,2.5,2.8,21.0,11.0,21.9,10.5,18.8,0.5,3.1,9.7,12.6,16.4,3.4,2.6,1.2,3.9,4.3,32.1,36.0,19.86,6.036288119999999,0.0,6.66,53.7,67.4,43.4,32.3,35.8,53.8,13.9,100.0,54.6,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,U20 Euro Championship A,21,25:42,11.1,4.8,9.0,.529,0.3,0.6,.462,1.3,2.6,.491,4.8,0.6,1.2,0.9,2.1,2.4,14th,76.389,20.833,8.333,56.701,83.333,91.304,85.714,72.024,61.8,0.046068,62.227,0.013379862346887194,12.101,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Harris_Elias_lal_1314.jpg
24660,2012-13,Anthony Bennett,PF,SF,Scorer,79,240.0,UNLV,MWC,25.0,10.0,5.6,1.0,"Mar 14, 1993",20.3,6.0,35,31,950.0,28.3,60.9,57.99999999999999,0.253,0.467,488.0,10.3,24.0,17.1,8.8,1.5,4.6,2.3,12.3,5.3,27.5,0.7550199999999999,3.5,2.2,5.7,0.238,6.1,2.5,8.6,0.52,117.6,89.6,0.271,-4.29,2.262295081967213,8.5,16.0,53.3,7.0,11.9,58.7,1.5,4.0,37.5,0.23390999999999998,0.50260906418033,5.2,7.5,70.1,12.0,1.4,1.0,1.8,2.7,3.4,23.7,12.3,23.1,10.1,17.3,2.2,5.9,7.6,10.8,17.4,2.1,1.5,2.6,4.0,4.9,34.4,53.0,34.78,5.07662792,0.1,3.37,40.1,72.3,63.6,35.0,43.4,78.6,24.9,97.1,77.2,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,U17 World Cup,10,18:36,11.5,5.3,9.0,.589,1.1,2.6,.423,1.8,3.0,.600,6.9,0.7,0.9,1.6,1.3,2.6,Bronze,85.417,76.389,11.111,18.041,87.097,66.667,75.0,75.0,61.8,0.058846,56.578,0.0371424426957713,31.89,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bennett_Anthony_hou19.jpg
81696,2017-18,Michael Porter,SF,PF,Scorer,83,211.0,Missouri,SEC,1.0,2.0,9.19,1.0,"Jun 29, 1998",20.0,2.0,3,1,53.0,20.0,43.8,38.3,0.333,0.3,27.0,9.4,32.5,21.8,4.6,3.4,2.0,2.5,8.0,7.5,36.5,0.45076,0.0,0.1,0.2,0.128,4.6,4.1,8.6,0.33,95.2,89.4,0.169,-4.61,2.518518518518518,7.5,22.6,33.300000000000004,5.3,15.1,35.0,2.3,7.5,30.0,0.19995000000000002,0.6586885570171102,5.3,6.8,77.8,15.1,0.8,2.3,0.8,2.3,4.5,22.6,11.2,33.6,7.8,22.4,3.4,11.2,7.8,10.1,22.4,1.1,3.4,1.1,3.4,6.7,33.6,0.0,0.0,0.0,0.0,4.03,30.0,55.6,60.0,36.7,18.2,50.0,33.3,66.7,58.6,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,U18 Americas Championship,5,21:04,15.8,6.4,12.0,.533,1.2,4.0,.300,1.8,1.8,1.000,5.6,2.4,1.8,1.0,1.4,1.6,Gold,11.111,15.278,16.667,4.124,98.925,8.696,84.524,60.714,37.5,0.003926,47.35,0.0007976991038209378,8.815,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Porter_Michael_den22.jpg
81695,2019-20,Reggie Perry,PF,SF,Playmaker,81,249.6,Mississippi State,SEC,20.0,11.0,6.96,2.0,"Mar 21, 2000",20.28,31.0,31,31,963.0,28.5,58.7,53.1,0.194,0.53,533.0,12.4,25.2,19.1,16.4,1.6,4.1,2.3,16.4,3.9,28.6,1.42626,3.7,1.6,5.2,0.218,6.7,1.8,8.5,0.8,116.5,97.5,0.317,-4.58,2.3017543859649123,7.6,15.2,50.0,6.6,12.3,54.2,1.0,2.9,32.4,0.1895,0.385690617905136,6.2,8.1,76.8,13.0,3.0,1.1,1.5,3.7,4.0,22.3,11.3,22.6,9.9,18.2,1.4,4.4,9.2,12.0,19.2,4.4,1.6,2.2,5.6,5.9,33.2,36.0,22.51,4.918435000000001,0.0,4.94,43.7,70.0,50.0,36.9,35.6,41.7,19.4,91.3,54.9,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U19 World Cup,7,20:59,13.1,5.4,10.9,.500,0.3,1.1,.250,2.0,2.9,.700,7.9,1.9,1.4,1.0,2.0,2.7,Gold,81.25,34.722,65.278,52.062,95.699,82.609,58.333,73.81,68.0,0.14803599,60.033,0.11683119450766578,50.779,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Perry_Reggie_tor21.jpg
151853,2021-22,Jake LaRavia,SF,PF,Slasher,80,227.2,Wake Forest,ACC,23.0,10.0,4.75,3.0,"Nov 3, 2001",20.65,250.0,33,33,1128.0,22.9,64.9,60.6,0.246,0.529,516.0,7.5,14.1,11.1,20.0,2.7,3.0,2.8,19.3,2.8000000000000003,20.4,1.56529,3.7,2.1,5.8,0.206,4.7,3.7,8.5,1.37,121.7,95.9,0.312,-0.66,2.842105263157895,5.9,10.5,55.900000000000006,4.9,7.9,61.6,1.0,2.6,38.4,0.22902,0.4888681881695388,4.3,5.6,77.7,7.7,4.3,2.0,1.1,3.2,3.3,17.1,8.3,14.8,6.9,11.2,1.4,3.6,6.1,7.8,10.8,6.1,2.7,1.6,4.4,4.6,24.0,32.0,21.27,4.9163478,0.0,3.42,50.8,65.6,54.5,24.6,53.4,7.7,24.6,89.3,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.278,86.111,97.222,94.845,20.43,81.159,73.81,59.524,72.3,0.180869,53.134,0.11647310483231611,52.998,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/LaRavia_Jake_mem22.jpg
139788,2020-21,Trey Murphy,SF,PF,Shooter,81,206.0,Virginia,ACC,18.0,7.0,7.59,3.0,"Jun 18, 2000",21.03,400.0,25,20,739.0,20.9,67.0,63.9,0.628,0.215,248.0,2.8,11.7,7.6,8.2,1.8,1.8,1.8,8.3,2.4,18.4,0.71782,2.5,0.9,3.5,0.189,5.9,2.4,8.4,1.58,129.8,102.0,0.2,0.16,1.8,5.2,10.3,50.3,2.4,3.8,62.0,2.8,6.5,43.3,0.35245,1.2380440721180113,2.1,2.2,92.7,4.6,1.6,1.1,0.6,1.0,2.7,15.3,8.5,17.0,3.9,6.3,4.6,10.7,3.4,3.6,7.6,2.7,1.8,1.0,1.7,4.4,25.1,23.0,50.15,3.396208149999999,0.0,1.15,24.1,69.6,71.9,13.1,48.0,25.0,62.8,90.4,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.889,98.611,31.944,78.351,2.151,5.797,9.524,67.857,41.6,0.069192,47.193,0.04970522362729151,13.108,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Murphy_Trey_nop22.jpg
2537,2010-11,Chandler Parsons,SF,PF,Scorer,82,221.2,Florida,SEC,28.0,8.0,7.57,4.0,"Oct 25, 1988",22.68,29.0,36,35,1229.0,19.7,55.1,54.6,0.362,0.3,440.0,7.3,19.3,13.4,21.6,1.7,1.3,1.5,18.0,2.5,19.2,1.6641,2.7,2.2,5.0,0.162,5.1,3.2,8.3,1.68,112.4,96.0,0.309,0.84,1.4733333333333334,5.0,10.5,48.0,3.6,6.7,54.400000000000006,1.4,3.8,36.8,0.24969999999999998,0.7169474194069211,1.8,3.2,55.7,9.1,4.4,1.1,0.5,2.6,2.2,13.2,7.9,16.5,5.7,10.5,2.2,6.0,2.8,4.9,14.2,6.9,1.7,0.8,4.1,3.4,20.7,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.938,50.538,,33.333,50.0,,0.19367701,,0.11162280308380695,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Parsons_Chandler_atl19.jpg
6653,2012-13,Solomon Hill,SF,PF,Connector,79,226.0,Arizona,Pac-12,27.0,8.0,7.48,4.0,"Mar 18, 1991",22.29,42.0,35,35,1154.0,20.1,57.9,54.1,0.423,0.359,468.0,6.6,13.9,10.2,16.8,2.1,1.8,1.9,16.0,2.8000000000000003,21.4,1.44511,3.3,1.8,5.1,0.176,5.6,2.7,8.3,1.23,116.3,97.7,0.288,-1.17,1.9384615384615385,5.5,12.0,45.8,3.5,6.9,50.8,2.0,5.1,39.0,0.27729,0.8369226086294803,3.3,4.3,76.6,6.5,3.3,1.4,0.7,2.7,2.6,16.2,8.2,17.9,5.2,10.3,3.0,7.6,4.9,6.4,9.7,4.9,2.1,1.0,4.0,3.9,24.3,12.0,14.75,2.94284625,0.0,3.57,23.5,65.4,15.1,34.2,40.7,22.9,42.3,82.5,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.361,84.722,88.889,83.505,13.441,56.522,35.714,57.143,54.7,0.16240601,63.343,0.07775871497136064,48.134,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Solomon_atl21.jpg
109278,2020-21,Eugene Omoruyi,PF,SF,Stretch,78,235.0,Oregon,Pac-12,21.0,7.0,9.65,4.0,"Feb 14, 1997",24.38,400.0,28,28,856.0,26.0,56.49999999999999,52.900000000000006,0.296,0.323,471.0,9.4,13.2,11.3,15.7,3.0,2.3,2.6,13.3,2.6,30.5,1.76605,3.0,1.2,4.2,0.197,6.2,2.0,8.2,0.97,113.3,100.6,0.304,-2.74,2.6037735849056602,8.1,17.2,47.3,6.2,12.1,51.4,1.9,5.1,37.6,0.24348,0.5873759763563436,4.3,5.6,76.5,7.1,2.9,2.0,0.7,3.0,3.9,22.4,12.4,26.1,9.4,18.4,2.9,7.7,6.5,8.5,10.8,4.5,3.0,1.1,4.6,6.0,34.1,15.0,8.67,2.4530898000000003,0.0,7.38,47.0,59.9,39.8,23.5,34.9,20.0,29.5,95.1,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,47.222,77.778,65.979,21.505,60.87,51.19,83.333,57.199999999999996,0.194112,58.207,0.052356401129519836,15.023,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Omoruyi_Eugene_okc22.jpg
80300,2015-16,Ben Bentil,PF,SF,Scorer,80,229.2,Providence,Big East,24.0,11.0,8.46,2.0,"Mar 29, 1995",21.26,95.0,35,33,1198.0,24.8,56.7,51.0,0.296,0.465,659.0,8.4,16.7,12.4,8.0,1.4,3.1,1.9,9.3,4.8,29.6,0.67206,3.8,2.0,5.8,0.193,6.3,1.9,8.2,0.6,115.7,100.0,0.325,-3.35,1.9288888888888889,8.2,17.8,46.2,6.5,12.5,51.7,1.7,5.3,32.9,0.21303,0.5867212917218942,6.5,8.3,78.2,8.9,1.3,1.0,1.2,2.2,3.2,24.6,11.8,25.5,9.3,17.9,2.5,7.6,9.3,11.9,12.8,1.9,1.4,1.7,3.2,4.6,35.3,29.0,14.35,2.0123005000000003,0.0,3.58,37.9,62.9,63.0,32.5,38.7,67.2,29.6,88.5,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.972,61.111,45.833,22.68,31.183,43.478,23.81,76.19,43.2,0.044538,50.993,0.028937404789608302,26.762,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bentil_Ben_bos1617.jpg
2542,2011-12,Royce White,PF,SF,Playmaker,80,260.6,Iowa State,Big 12,23.0,11.0,7.32,2.0,"Apr 10, 1991",21.22,26.0,34,33,1072.0,22.8,53.6,54.0,0.037,0.625,528.0,9.4,26.2,17.7,34.5,2.2,3.0,2.5,23.4,6.6000000000000005,26.5,1.08507,2.1,2.0,4.1,0.152,4.3,3.8,8.2,1.31,103.3,95.4,0.407,-1.57,2.5384615384615388,6.5,12.2,53.400000000000006,6.4,11.8,54.1,0.1,0.4,33.300000000000004,0.062169999999999996,0.07391786903440621,3.8,7.6,49.8,11.8,6.3,1.5,1.2,4.9,3.3,17.0,9.7,18.1,9.5,17.5,0.2,0.7,5.6,11.3,17.5,9.4,2.2,1.8,7.2,4.9,25.2,46.0,26.2,9.918927,0.0,6.85,53.7,73.3,29.5,42.7,30.0,23.8,3.7,100.0,29.7,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,NIKE Global Challenge,8,23:30,14.4,5.4,9.6,.558,1.0,2.1,.471,2.6,4.4,.600,6.0,1.0,0.9,1.0,2.4,2.1,-,98.611,1.389,63.889,86.598,90.323,100.0,71.429,44.048,69.5,0.09956,69.933,0.06313862452730931,41.553,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/White_Royce_phi_1314.jpg
23283,2012-13,Andre Roberson,PF,SF,Connector,79,205.8,Colorado,Pac-12,20.0,11.0,7.91,3.0,"Dec 4, 1991",21.57,153.0,31,30,1036.0,21.9,52.400000000000006,51.5,0.211,0.356,348.0,10.6,29.4,20.0,9.4,3.9,4.4,4.1,18.7,9.9,19.9,0.44548000000000004,1.4,2.9,4.3,0.166,3.3,4.8,8.1,0.59,102.1,84.5,0.241,-4.36,4.134939759036144,5.1,10.6,48.0,4.4,8.4,52.1,0.7,2.2,32.800000000000004,0.18800999999999998,0.4193026566901942,2.1,3.8,55.1,13.4,1.7,2.6,1.6,2.9,3.0,13.0,7.8,16.2,6.6,12.8,1.1,3.4,3.2,5.8,20.4,2.6,3.9,2.4,4.4,4.5,19.8,17.0,11.28,3.80233008,0.0,5.46,54.9,60.7,38.6,23.9,31.7,30.0,21.2,89.5,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.417,11.111,23.611,26.804,96.774,75.362,98.81,51.19,55.50000000000001,0.027197,55.822,0.015030489922402903,22.554,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Roberson_Andre_okc19.jpg
119506,2020-21,Scottie Barnes,SF,PF,Slasher,80,225.4,Florida State,ACC,17.0,7.0,9.16,1.0,"Aug 1, 2001",19.91,7.0,24,7,595.0,21.4,54.8,53.1,0.205,0.338,283.0,7.4,11.1,9.3,31.6,3.4,2.1,2.6,20.7,2.9000000000000004,23.7,1.94617,1.5,1.0,2.4,0.164,4.3,3.6,7.9,1.66,109.3,98.3,0.293,1.07,2.596363636363636,6.6,13.1,50.3,5.8,10.4,56.10000000000001,0.7,2.7,27.500000000000004,0.15967,0.40696625157913735,2.8,4.4,62.1,6.5,6.6,2.4,0.7,4.0,3.5,16.7,9.4,18.7,8.4,14.9,1.1,3.8,3.9,6.3,9.2,9.4,3.4,1.1,5.7,5.0,23.8,19.0,21.67,7.479400500000001,0.0,6.45,45.0,70.6,23.3,34.9,37.9,8.0,20.1,90.0,31.4,2018-19,Nike Team Florida,Nike 17U,8.0,8.0,11.1,17.0,5.75,10.12,0.568,0.62,1.12,0.556,4.88,7.25,0.672,0.0,7.38,7.38,4.12,0.75,0.62,1.88,2.5,2019.0,U19 World Cup,18,17:55,9.7,3.8,6.7,.567,0.2,0.4,.375,1.9,3.0,.648,4.7,2.1,1.5,0.6,1.3,1.7,Gold,90.278,25.0,94.444,100.0,5.376,73.913,60.714,65.476,64.4,0.224329,68.858,0.18110052623469586,59.049,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Barnes_Scottie_tor22.jpg
42846,2015-16,Isaiah Miles,SF,PF,Scorer,80,220.0,St. Joseph's,AAC,28.0,8.0,4.93,4.0,"Jun 9, 1994",22.06,306.0,36,36,1239.0,25.2,65.0,60.0,0.397,0.376,583.0,7.6,17.8,12.8,5.1,1.0,3.2,1.5,7.6,5.7,21.9,0.3322,4.9,2.0,7.0,0.224,6.4,1.5,7.9,0.76,132.4,100.1,0.26,-1.7,1.5238095238095237,7.2,13.8,52.3,5.1,8.3,61.5,2.1,5.5,38.5,0.26876,0.7858960845309408,4.6,5.2,88.8,9.4,1.0,0.7,1.2,1.3,3.3,21.1,10.3,19.6,7.3,11.8,3.0,7.8,6.5,7.4,13.4,1.4,1.0,1.7,1.9,4.7,30.1,12.0,8.59,1.2640185000000002,0.0,2.88,32.7,70.6,55.0,30.0,48.7,78.9,37.3,94.7,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,93.056,5.556,38.144,35.484,13.043,11.905,61.905,40.2,0.010369,55.338,0.005310438294064707,16.183,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Miles_Isaiah_phi19.jpg
73144,2019-20,Tres Tinkle,SF,PF,Slasher,80,225.0,Oregon State,Pac-12,18.0,13.0,6.15,4.0,"Jun 3, 1996",24.08,78.0,31,31,1070.0,25.3,55.900000000000006,50.0,0.347,0.419,553.0,4.8,18.9,12.0,20.7,3.0,1.7,2.2,12.0,2.0,28.9,1.9198,3.4,1.6,5.0,0.185,6.2,1.5,7.7,1.4,112.2,99.2,0.373,-0.46,2.1702127659574466,7.0,16.0,44.0,5.1,10.4,49.1,1.9,5.5,34.5,0.23227,0.6870892759778459,5.4,6.7,81.0,7.9,3.7,2.0,0.6,2.6,2.8,21.4,10.6,24.0,7.7,15.7,2.9,8.3,8.1,10.1,11.9,5.5,3.0,0.9,3.9,4.2,32.1,9.0,4.67,1.1999565,0.0,6.17,45.0,58.3,42.9,20.4,28.7,20.0,34.7,88.2,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.972,30.556,98.611,92.784,29.57,53.623,41.071,45.238,54.1,0.21749699,54.599,0.07172714386941974,49.165,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Tinkle_Tres_osu.jpg
24302,2013-14,Jabari Parker,SF,PF,Scorer,81,240.0,Duke,ACC,26.0,9.0,8.48,1.0,"Mar 15, 1995",19.29,4.0,35,35,1074.0,28.4,55.8,51.1,0.212,0.429,623.0,11.4,23.1,17.1,8.6,2.1,4.0,2.8,11.9,4.8,32.7,0.95451,3.6,1.9,5.5,0.205,6.6,1.0,7.6,0.51,115.0,99.3,0.298,-5.13,2.754098360655738,8.8,18.6,47.3,7.4,14.6,50.4,1.4,3.9,35.8,0.21606000000000003,0.4215039431300677,6.0,8.0,74.8,11.4,1.5,1.4,1.6,3.0,3.1,25.0,13.5,28.4,11.3,22.4,2.2,6.0,9.1,12.2,17.4,2.3,2.1,2.5,4.6,4.7,38.2,61.0,33.01,5.5816609,0.1,4.8,37.0,62.7,54.3,41.8,39.2,46.3,21.2,92.1,59.0,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,U17 World Cup,10,18:54,14.0,5.4,10.1,.535,1.2,2.7,.444,2.0,2.9,.690,5.6,0.6,1.5,0.5,1.9,2.1,Gold,34.722,65.278,42.361,8.247,87.097,85.507,59.524,78.571,57.699999999999996,0.077424005,54.165,0.07252303169915301,37.107,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Parker_Jabari_bos21.jpg
24198,2014-15,Jonathan Holmes,PF,SF,Stretch,81,242.2,Texas,Big 12,18.0,14.0,9.07,4.0,"Dec 9, 1992",22.56,67.0,32,31,835.0,19.5,52.0,46.9,0.481,0.367,320.0,10.5,15.8,13.4,9.0,1.3,4.1,2.0,12.9,5.4,23.1,0.6668999999999999,1.9,1.6,3.5,0.17,4.4,3.0,7.4,0.72,111.5,95.0,0.184,-3.01,1.9740740740740743,5.0,12.9,38.9,3.0,6.7,44.3,2.1,6.2,33.1,0.24509,0.9482207200500282,3.7,4.7,77.8,9.4,1.6,0.8,1.6,2.3,3.4,15.8,8.0,20.6,4.7,10.7,3.3,9.9,5.9,7.5,14.9,2.6,1.3,2.5,3.6,5.4,25.1,6.0,7.68,1.05792,0.0,2.84,29.0,53.3,52.5,23.9,33.9,47.6,47.1,82.5,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.722,48.611,19.444,36.082,50.538,21.739,57.143,69.048,39.0,0.052083,43.534,0.02957079939330484,27.34,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Holmes_Jonathan_cle1617.jpg
7119,2010-11,Tobias Harris,SF,PF,Scorer,80,222.8,Tennessee,SEC,19.0,15.0,8.73,1.0,"Jul 15, 1992",18.96,6.0,34,33,993.0,23.8,54.0,48.9,0.189,0.423,476.0,7.5,20.6,14.0,10.4,1.4,3.4,2.0,11.4,5.0,27.2,0.7406900000000001,2.9,1.5,4.4,0.177,5.5,1.8,7.3,0.71,112.7,98.8,0.274,-3.33,1.9833333333333334,7.5,16.2,46.0,6.5,13.1,49.7,0.9,3.1,30.3,0.17712,0.37565679425366527,5.2,6.8,75.3,9.9,1.8,1.0,1.2,2.5,2.8,21.0,11.1,24.1,9.7,19.6,1.4,4.6,7.7,10.2,14.8,2.6,1.4,1.7,3.7,4.2,31.3,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,NIKE Global Challenge,3,20:00,13.3,5.3,8.3,.640,0.3,1.0,.333,2.3,3.0,.778,3.0,1.0,1.7,0.3,1.7,3.0,-,,,,37.113,62.366,,32.143,66.667,,0.055707,,0.05010866069768881,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Harris_Tobias_phi22.jpg
9344,2013-14,Okaro White,PF,SF,Connector,80,205.0,Florida State,ACC,22.0,14.0,8.13,4.0,"Aug 13, 1992",21.88,50.0,36,35,1084.0,22.2,60.8,55.1,0.198,0.52,465.0,8.9,16.7,13.2,7.0,1.5,3.9,2.2,14.4,8.200000000000001,22.6,0.46537999999999996,3.1,2.0,5.1,0.187,4.4,2.5,6.9,0.5,120.0,98.9,0.229,-4.23,2.1666666666666665,6.1,11.9,51.4,5.2,9.6,54.8,0.9,2.4,37.5,0.21465,0.3939201018621678,4.9,6.2,79.80000000000001,9.0,1.3,1.0,1.5,2.5,4.0,18.1,9.3,18.0,7.9,14.5,1.3,3.6,7.5,9.4,13.6,1.9,1.5,2.2,3.8,6.0,27.4,30.0,19.38,5.1814368,0.0,4.81,48.0,68.4,44.3,32.2,34.6,47.2,19.8,87.5,53.8,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,NIKE Global Challenge,3,18:40,7.3,2.3,4.3,.538,0.3,0.3,1.000,2.3,3.0,.778,5.0,0.7,0.7,1.3,0.7,1.0,-,77.778,43.056,15.278,10.309,45.699,77.536,41.071,63.095,46.7,0.026820999,59.549,0.015529420923815446,22.114,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/White_Okaro_sas_18.jpg
